# raw signal
# index,l,r,value,z
622,4,350.0,0.00013438583768663362,1.4
623,4,355.0,0.00013090768490041854,1.4
624,4,360.0,0.00012756230872667645,1.4
625,4,365.0,0.00012435402126435017,1.4
626,4,370.0,0.00012127677969874602,1.4
627,4,375.0,0.00011831921099705775,1.4
628,4,380.0,0.00011546650780718276,1.4
629,4,385.0,0.00011270570326453539,1.4
630,0,40.0,0.06184065028877401,1.65
631,0,45.0,0.045905299546827025,1.65
632,0,50.0,0.03466604180661649,1.65
633,0,55.0,0.026556890973963854,1.65
634,0,60.0,0.020584621658598264,1.65
635,0,65.0,0.016107281027935474,1.65
636,0,70.0,0.01270409134683132,1.65
637,0,75.0,0.010083877582134986,1.65
638,0,80.0,0.008044926256355844,1.65
639,0,85.0,0.006444002092875586,1.65
640,0,90.0,0.005173604046500247,1.65
641,0,95.0,0.004156863790335102,1.65
642,0,100.0,0.0033328617475601357,1.65
643,0,105.0,0.002652262512507469,1.65
644,0,110.0,0.0020822214836994056,1.65
645,0,115.0,0.0016038669997759578,1.65
646,0,120.0,0.001220951529871944,1.65
647,0,125.0,0.0009809553611893156,1.65
648,0,130.0,0.0009741543628485567,1.65
649,0,135.0,0.0012736307917169587,1.65
650,0,140.0,0.0017825357995585205,1.65
651,0,145.0,0.002212274322021152,1.65
652,0,150.0,0.002307831582433571,1.65
653,0,155.0,0.0020419933607948833,1.65
654,0,160.0,0.001565447334288731,1.65
655,0,165.0,0.0010496628315100982,1.65
656,0,170.0,0.000600908172463138,1.65
657,0,175.0,0.000255567483511389,1.65
658,0,180.0,7.795231319493117e-06,1.65
659,0,185.0,-0.0001616317379993335,1.65
660,0,190.0,-0.0002717132156456219,1.65
661,0,195.0,-0.00033776898213086227,1.65
662,0,200.0,-0.0003731851894389594,1.65
663,0,205.0,-0.0003895747176928045,1.65
664,0,210.0,-0.0003941476739350079,1.65
665,0,215.0,-0.0003902655908698653,1.65
666,0,220.0,-0.0003810747753509876,1.65
667,0,225.0,-0.0003692737162591305,1.65
668,0,230.0,-0.00035532252816402395,1.65
669,0,235.0,-0.00033907702773522576,1.65
670,0,240.0,-0.00032176355415870626,1.65
671,0,245.0,-0.0003046704572064686,1.65
672,0,250.0,-0.0002882327974939709,1.65
673,0,255.0,-0.0002728245774500298,1.65
674,0,260.0,-0.0002585423076378108,1.65
675,0,265.0,-0.0002446874921938732,1.65
676,0,270.0,-0.00023074385236808168,1.65
677,0,275.0,-0.00021689423578345008,1.65
678,0,280.0,-0.00020340713459343195,1.65
679,0,285.0,-0.00019064174809028998,1.65
680,0,290.0,-0.00017938078386731297,1.65
681,0,295.0,-0.000169980907112433,1.65
682,0,300.0,-0.00016196352596884223,1.65
683,0,305.0,-0.00015479650317877224,1.65
684,0,310.0,-0.00014827634425895674,1.65
685,0,315.0,-0.00014204570018075605,1.65
686,0,320.0,-0.00013556031769045569,1.65
687,0,325.0,-0.0001287036370866376,1.65
688,0,330.0,-0.000121800817320551,1.65
689,0,335.0,-0.0001150108265486503,1.65
690,0,340.0,-0.00010835173061256908,1.65
691,0,345.0,-0.00010210983693686082,1.65
692,0,350.0,-9.662443782223043e-05,1.65
693,0,355.0,-9.182710829939677e-05,1.65
694,0,360.0,-8.733309925104691e-05,1.65
695,0,365.0,-8.285170289998518e-05,1.65
696,0,370.0,-7.833729034755529e-05,1.65
697,0,375.0,-7.389342791020543e-05,1.65
698,0,380.0,-6.973982286655829e-05,1.65
699,0,385.0,-6.608960700039432e-05,1.65
700,2,40.0,-0.05835488724250774,1.65
701,2,45.0,-0.04804018216431152,1.65
702,2,50.0,-0.04007335772297918,1.65
703,2,55.0,-0.03379434554152089,1.65
704,2,60.0,-0.028767213449574006,1.65
705,2,65.0,-0.024689768893893464,1.65
706,2,70.0,-0.02134167750686655,1.65
707,2,75.0,-0.01856526892668794,1.65
708,2,80.0,-0.01624152198215861,1.65
709,2,85.0,-0.014280737778573617,1.65
710,2,90.0,-0.012615826315279719,1.65
711,2,95.0,-0.011193246343858649,1.65
712,2,100.0,-0.009972734972722259,1.65
713,2,105.0,-0.008923617503980468,1.65
714,2,110.0,-0.00801835925429354,1.65
715,2,115.0,-0.007231479063825441,1.65
716,2,120.0,-0.006533248466588446,1.65
717,2,125.0,-0.0058783575585271775,1.65
718,2,130.0,-0.0052070203803518695,1.65
719,2,135.0,-0.004476397922003765,1.65
720,2,140.0,-0.0037357870313529835,1.65
721,2,145.0,-0.0031272946771690783,1.65
722,2,150.0,-0.0027621547516636846,1.65
723,2,155.0,-0.0026264897597155397,1.65
724,2,160.0,-0.0026195167956229474,1.65
725,2,165.0,-0.0026409371132717252,1.65
726,2,170.0,-0.002633453602884244,1.65
727,2,175.0,-0.0025805198355443176,1.65
728,2,180.0,-0.0024883671028440276,1.65
729,2,185.0,-0.002369328822287012,1.65
730,2,190.0,-0.002234496441569603,1.65
731,2,195.0,-0.002092159689531234,1.65
732,2,200.0,-0.0019490022911099023,1.65
733,2,205.0,-0.0018103423617110185,1.65
734,2,210.0,-0.0016788985558808319,1.65
735,2,215.0,-0.001555293824366942,1.65
736,2,220.0,-0.0014400846769868,1.65
737,2,225.0,-0.0013336257383121737,1.65
738,2,230.0,-0.0012351528012083965,1.65
739,2,235.0,-0.0011437060969275749,1.65
740,2,240.0,-0.0010591549416755102,1.65
741,2,245.0,-0.0009814509998157632,1.65
742,2,250.0,-0.0009101480199717071,1.65
743,2,255.0,-0.0008448348658897253,1.65
744,2,260.0,-0.000785010993314777,1.65
745,2,265.0,-0.0007298195513876376,1.65
746,2,270.0,-0.0006785750919120177,1.65
747,2,275.0,-0.0006310165342516891,1.65
748,2,280.0,-0.0005869590398380636,1.65
749,2,285.0,-0.0005462933487016,1.65
750,2,290.0,-0.0005091528278564196,1.65
751,2,295.0,-0.00047545265419150025,1.65
752,2,300.0,-0.0004446883365230356,1.65
753,2,305.0,-0.00041636563317247173,1.65
754,2,310.0,-0.0003901961913353657,1.65
755,2,315.0,-0.0003658316982449353,1.65
756,2,320.0,-0.0003428499491763766,1.65
757,2,325.0,-0.00032107993887109284,1.65
758,2,330.0,-0.0003005946329604971,1.65
759,2,335.0,-0.00028137990390636594,1.65
760,2,340.0,-0.0002633533161235878,1.65
761,2,345.0,-0.00024658159641903444,1.65
762,2,350.0,-0.0002311593218055344,1.65
763,2,355.0,-0.00021696546264753368,1.65
764,2,360.0,-0.0002037214784768936,1.65
765,2,365.0,-0.00019121329618068152,1.65
766,2,370.0,-0.00017936698851637423,1.65
767,2,375.0,-0.00016819207943103624,1.65
768,2,380.0,-0.00015776081881535364,1.65
769,2,385.0,-0.0001481406019174138,1.65
770,4,40.0,0.0039675608336418085,1.65
771,4,45.0,0.003425190809629828,1.65
772,4,50.0,0.002989312957240776,1.65
773,4,55.0,0.002633435105515304,1.65
774,4,60.0,0.002338744099724605,1.65
775,4,65.0,0.0020915576125474034,1.65
776,4,70.0,0.0018822606431955313,1.65
777,4,75.0,0.001703278787073589,1.65
778,4,80.0,0.0015490657095996116,1.65
779,4,85.0,0.0014152148324254926,1.65
780,4,90.0,0.0012981931159022765,1.65
781,4,95.0,0.00119529245343492,1.65
782,4,100.0,0.0011042205715694137,1.65
783,4,105.0,0.0010230789650425404,1.65
784,4,110.0,0.0009505167652487359,1.65
785,4,115.0,0.0008855729672958728,1.65
786,4,120.0,0.0008279063967508087,1.65
787,4,125.0,0.0007782354772095754,1.65
788,4,130.0,0.0007379954878782569,1.65
789,4,135.0,0.0007073052377045529,1.65
790,4,140.0,0.0006809611395846778,1.65
791,4,145.0,0.0006497219441365567,1.65
792,4,150.0,0.0006083209658124513,1.65
793,4,155.0,0.0005598639281103575,1.65
794,4,160.0,0.0005117475939613422,1.65
795,4,165.0,0.00046977646824932303,1.65
796,4,170.0,0.0004361114963034665,1.65
797,4,175.0,0.0004101572331289843,1.65
798,4,180.0,0.0003901383618572944,1.65
799,4,185.0,0.00037427615521712376,1.65
800,4,190.0,0.00036119922808525596,1.65
801,4,195.0,0.00034994895658473177,1.65
802,4,200.0,0.00033982900085990914,1.65
803,4,205.0,0.00033034357048813436,1.65
804,4,210.0,0.0003212353290593715,1.65
805,4,215.0,0.00031241290777438835,1.65
806,4,220.0,0.00030380300727229475,1.65
807,4,225.0,0.0002953574534361418,1.65
808,4,230.0,0.0002871034079928281,1.65
809,4,235.0,0.00027907547505509644,1.65
810,4,240.0,0.0002712537418921203,1.65
811,4,245.0,0.000263617426863925,1.65
812,4,250.0,0.0002561730614757752,1.65
813,4,255.0,0.00024892440423682075,1.65
814,4,260.0,0.0002418809952116133,1.65
815,4,265.0,0.0002350731952781709,1.65
816,4,270.0,0.00022851711947719023,1.65
817,4,275.0,0.00022220147273812398,1.65
818,4,280.0,0.00021611224889484968,1.65
819,4,285.0,0.00021023260856272243,1.65
820,4,290.0,0.00020453313154513998,1.65
821,4,295.0,0.00019900186713875569,1.65
822,4,300.0,0.00019365410947157007,1.65
823,4,305.0,0.00018850285620716328,1.65
824,4,310.0,0.0001835473262510275,1.65
825,4,315.0,0.0001787908861695142,1.65
826,4,320.0,0.00017424125091643103,1.65
827,4,325.0,0.00016988981456821372,1.65
828,4,330.0,0.00016571410312852142,1.65
829,4,335.0,0.00016169957965553707,1.65
830,4,340.0,0.00015783739604760717,1.65
831,4,345.0,0.00015411039675085081,1.65
832,4,350.0,0.00015050162356421701,1.65
833,4,355.0,0.00014700930825354934,1.65
834,4,360.0,0.0001436416428819454,1.65
835,4,365.0,0.0001404020692223506,1.65
836,4,370.0,0.00013728509575580336,1.65
837,4,375.0,0.00013428063756221013,1.65
838,4,380.0,0.00013137563015175254,1.65
839,4,385.0,0.00012855863467004894,1.65
