#	z	W1/Mpc^{-1}	W2/Mpc^{-1}	W3/Mpc^{-1}	W4/Mpc^{-1}	W5/Mpc^{-1}	W6/Mpc^{-1}	W7/Mpc^{-1}	W8/Mpc^{-1}	W9/Mpc^{-1}	W10/Mpc^{-1}
0.30668233333333333	4.919917154212148e-6	0.000014219260707638909	0.000018532343320222144	0.00002111581423160193	0.000022970638780182966	0.000024444849315768862	0.00002570748491543977	0.000026868648035792634	0.000028044107860811345	0.00002958849442548763
0.32001199999999996	4.401962567006081e-6	0.000013879119850533286	0.000018581229706712304	0.000021402414093793858	0.000023427815706084802	0.00002503761070279494	0.00002641639403393398	0.000027684365481967784	0.000028967941074877275	0.00003065436637915466
0.33334166666666665	3.895470164860296e-6	0.000013458460504650684	0.000018561197369863092	0.000021630726777484943	0.000023834513951223657	0.00002558606397437389	0.000027086299618543034	0.00002846588467886774	0.000029862518874237406	0.000031697445679080993
0.34667133333333333	3.4087786413165233e-6	0.000012960593937348687	0.00001847172763582006	0.000021800490672135513	0.00002419035737371239	0.0000260898453714321	0.000027716738758202873	0.000029212888643868724	0.00003072748007982505	0.00003271736352984887
0.360001	2.949021685787887e-6	0.000012390446159293795	0.000018312619379441064	0.000021911284668128744	0.000024495007789702956	0.000026548611005610298	0.00002830751369311684	0.00002992503448434265	0.00003156242449714694	0.00003371379421175519
0.37333066666666664	2.5220012693404607e-6	0.000011754503889380274	0.00001808364709883216	0.000021962790297435394	0.000024748172947783757	0.000026962067388784095	0.00002885819495087216	0.00003060193088095063	0.00003236717766632213	0.00003468638435847378
0.38666033333333333	2.131904353009073e-6	0.000011061117447018991	0.000017784665543555747	0.000021954787519180442	0.000024949552438378742	0.000027329872868335427	0.000029368539083894258	0.00003124338681768367	0.00003314130368106081	0.0000356348823885478
0.39999	1.7813321670289354e-6	0.000010320304164373238	0.00001741593677578144	0.000021886988643772954	0.000025098894970603878	0.000027651831178637158	0.000029838317956878042	0.000031849085025555335	0.000033884624639762375	0.000036559005794231136
0.41331966666666664	1.4712872249266759e-6	9.543672312557483e-6	0.00001697789733584202	0.000021759235773140692	0.00002519601891807061	0.000027927688108132173	0.00003026726381149566	0.00003241881668284076	0.00003459685975624049	0.000037458486308974094
0.4266493333333333	1.2013935913741524e-6	8.743884297421968e-6	0.000016471456889272172	0.000021571344391246014	0.00002524066679185168	0.000028157248078831764	0.00003065524219811881	0.00003295236148502993	0.00003527778420945522	0.00003833310024757884
0.439979	9.699754135967609e-7	7.934425174385766e-6	0.00001589832433299293	0.000021323173241381295	0.000025232767613016494	0.000028340357713243852	0.00003100190902179366	0.00003344940277293123	0.000035927297058645426	0.00003918262774994463
0.45330866666666664	7.744764598990838e-7	7.128860728296809e-6	0.000015260882771478695	0.000021014655507831106	0.000025172153726849225	0.000028476797088713006	0.00003130716385679109	0.00003391006944624075	0.00003654499853526872	0.000040006913349277506
0.4666383333333333	6.116611509670639e-7	6.340322707900571e-6	0.000014562857898181755	0.000020645747822832396	0.000025058674295306616	0.000028566546577395415	0.000031570980895348023	0.00003433392407983796	0.00003713091927030153	0.000040805718658357135
0.479968	4.77919502251098e-7	5.580877707379892e-6	0.000013809143819490936	0.00002021656442697936	0.000024892224961139304	0.00002860945085365127	0.00003179313578647348	0.00003472094032803142	0.00003768483713611729	0.00004157889810783308
0.49329766666666663	3.695038072109182e-7	4.861062007132671e-6	0.00001300618225761062	0.000019727406051609047	0.000024672821032524174	0.00002860543569454681	0.000031973543023328276	0.000035071021791237546	0.000038206642535957776	0.00004232632294701284
0.5066273333333333	2.827360415025914e-7	4.189459389903088e-6	0.000012162061020255571	0.00001917870841436057	0.00002440037919935349	0.000028554374767861304	0.00003211216999685962	0.000035384030578456805	0.00003869619520084777	0.00004304783812764985
0.519957	2.1414537010599856e-7	3.572425863632e-6	0.000011286220680999472	0.0000185713277472582	0.00002407489970114451	0.000028456299890426704	0.000032208926971408196	0.00003565989547525465	0.000039153429951936104	0.00004374333884004211
0.5332866666666667	1.6056663958575383e-7	3.0140901432792617e-6	0.000010389492482192854	0.00001790663291451341	0.000023696412014065424	0.000028311128488717906	0.000032263712366719886	0.000035898617666585536	0.000039578229774845946	0.00004441272789750015
0.5466163333333334	1.1919843188838242e-7	2.5162334476211488e-6	9.483713026548045e-6	0.000017186571694194064	0.000023264874901203944	0.00002811894621196187	0.000032276610061354326	0.00003610001637446323	0.000039970606960509636	0.00004505589122085192
0.5599459999999999	8.761782526189303e-8	2.078708534287198e-6	8.581310872599384e-6	0.000016413996179186023	0.000022780560994318886	0.000027879685680561397	0.000032247463704642675	0.0000362641886706641	0.00004033041229414419	0.00004567278810388796
0.5732756666666666	6.377598271887574e-8	1.699562012332326e-6	7.694597717619162e-6	0.000015592919575039307	0.0000222436065691772	0.00002759341584925614	0.000032176385881933244	0.000036391075894070804	0.00004065768017052095	0.00004626330249719235
0.5866053333333333	4.5972760982992635e-8	1.3754558009787129e-6	6.8354528190212115e-6	0.000014728307341015803	0.00002165430298887013	0.0000272601137746594	0.000032063386157650616	0.000036480625086088674	0.000040952342505653576	0.000046827420735779133
0.599935	3.282142155618727e-8	1.1020408446588111e-6	6.014690825763534e-6	0.0000138266314720564	0.000021013299369600907	0.00002687983778205026	0.000031908485282428866	0.000036532946207073877	0.00004121438775883159	0.000047365097050902116
0.6132646666666667	2.3209167695117644e-8	8.743155208185446e-7	5.241553524585647e-6	0.000012895626725782825	0.000020321352299118634	0.000026452752449504634	0.000031711622565370636	0.00003654800715356684	0.00004144386827178373	0.00004787625596107549
0.6265943333333334	1.6257438351573285e-8	6.869766820057053e-7	4.523437149350302e-6	0.000011944228265963692	0.00001957976223889997	0.000025978942887580114	0.00003147306398196853	0.0000365257663747046	0.000041640711355967886	0.00004836092692541219
0.6399239999999999	1.1281886069949799e-8	5.346850577992105e-7	3.865610030810306e-6	0.00001098247809473851	0.000018790284627682044	0.000025458446851925578	0.000031192684344013344	0.000036466355161168724	0.00004180499301526422	0.00004881910006431474
0.6532536666666666	7.75724185532504e-9	4.123037646033643e-7	3.2712361222668426e-6	0.000010021127803858472	0.000017955447257959777	0.000024891551254552045	0.000030870677764628574	0.00003636983213092745	0.00004193673397485768	0.00004925074211553466
0.6665833333333333	5.285621328806439e-9	3.150486688079749e-7	2.74137303831693e-6	9.071293289479275e-6	0.0000170785853900495	0.00002427846258391601	0.00003050709101747887	0.00003623619649721601	0.0000420359362245615	0.0000496558783628699
0.679913	3.5694934009062534e-9	2.3858890328465226e-7	2.2752052215793773e-6	8.14397661769101e-6	0.000016164025930736558	0.000023619612723176404	0.0000301020186010511	0.00003606553660444211	0.00004210278016468414	0.000050034463909415354
0.6932426666666667	2.389657776331322e-9	1.7910370123579347e-7	1.870329914143773e-6	7.249643986081347e-6	0.000015217123129943682	0.000022915414898344037	0.00002965558360299959	0.000035858089231334955	0.00004213705037164903	0.000050386658170933006
0.7065723333333334	1.586229257265176e-9	1.3329203096038224e-7	1.5230606845585714e-6	6.397738255412094e-6	0.000014244503726951499	0.000022166714549308717	0.000029167872762422348	0.00003561374888040565	0.00004213909665761549	0.00005071234555027912
0.719902	1.0442241537588624e-9	9.835873471890332e-8	1.2288110836423606e-6	5.596329982345682e-6	0.000013253656525631877	0.00002137456490821673	0.000028639086984740152	0.00003533268433382774	0.000042108859561203536	0.00005101163554431209
0.7332316666666666	6.819103346679996e-10	7.197512443209747e-8	9.824067403740919e-7	4.85181755397584e-6	0.000012253177811725243	0.000020540500919914434	0.000028069366799703595	0.00003501502665065018	0.000042046421547920306	0.00005128456155996349
0.7465613333333333	4.418310264842875e-10	5.223718375749492e-8	7.784239518440376e-7	4.168732248600199e-6	0.000011252383257801775	0.000019666566700922308	0.000027458923710161546	0.00003466083211238292	0.000041951879814349086	0.00005153118264371888
0.759891	2.8412150935352273e-10	3.760542683755819e-8	6.11399893796914e-7	3.549726622618803e-6	0.000010260999323485731	0.000018755459180078162	0.000026807982883070715	0.00003427020620083043	0.000041825356553780784	0.00005175152201422442
0.7732206666666667	1.8138039718819327e-10	2.685717932456587e-8	4.7611038946941833e-7	2.9955839307537044e-6	9.288928564435556e-6	0.00001781070488770828	0.00002611673928984553	0.000033843438227654605	0.000041666870460539115	0.000051945687836189785
0.7865503333333334	1.149806229506378e-10	1.9031024344832127e-8	3.6764931838845847e-7	2.505486348252911e-6	8.345721847844157e-6	0.00001683660419142371	0.000025385835716024495	0.00003338044279521262	0.0000414766205890634	0.00005211371079112137
0.79988	7.239773003027805e-11	1.3381679677781526e-8	2.8156693733176905e-7	2.0771184970172075e-6	7.440477509539752e-6	0.000015838489654192074	0.00002461565594042236	0.00003288151630683369	0.000041254700645782334	0.000052255683116251886
0.8132096666666666	4.529112639371938e-11	9.33843578243478e-9	2.1390539955737357e-7	1.7069636308746601e-6	6.581033645138941e-6	0.000014822520595536438	0.00002380704878988567	0.00003234672826365943	0.0000410011691863444	0.000052371651047461876
0.8265393333333333	2.8158628381138986e-11	6.468672116644477e-9	1.612218084926041e-7	1.3907370951097571e-6	5.774226355712235e-6	0.00001379578885085135	0.000022961041248998685	0.00003177627477636854	0.00004071617538580627	0.00005246174821069142
0.839869	1.7403222264157875e-11	4.448405393205212e-9	1.2057533996808205e-7	1.1235106942158612e-6	5.0252030395106265e-6	0.000012766049587750208	0.000022079073186039033	0.00003117035663351981	0.00004039984065382816	0.00005252603957162234
0.8531986666666667	1.0695528125498771e-11	3.037517453875411e-9	8.949280960143536e-8	9.000842232760245e-7	4.3375910979543715e-6	0.000011741653258886174	0.000021162957508784485	0.00003052909329191331	0.0000400522834041548	0.00005256460099194337
0.8665283333333333	6.5378591355585575e-12	2.059713602884726e-9	6.592960116728491e-8	7.15214145114352e-7	3.713338331965328e-6	0.000010731251618474098	0.000020215115583120615	0.000029852766092811863	0.000039673716465085994	0.000052577536712318125
0.879858	3.975985510676897e-12	1.3872968161254275e-9	4.8216665740909205e-8	5.637710715099427e-7	3.152901407972189e-6	9.74350642201965e-6	0.00001923864609764757	0.00002914157969337798	0.00003926414935141017	0.00005256494768324598
0.8931876666666667	2.4063023056080637e-12	9.28286215033247e-10	3.5010602153504784e-8	4.4091342098383873e-7	2.655144055666066e-6	8.786732534714516e-6	0.00001823717309464097	0.000028395814511722265	0.00003882378921366764	0.00005252694469837243
0.9065173333333333	1.4496344329358126e-12	6.171971965810344e-10	2.524350699100709e-8	3.4218358918473953e-7	2.2178685651892735e-6	7.868882557210376e-6	0.000017215274388329285	0.00002761592722669788	0.00003835271871217027	0.000052463617248031274
0.919847	8.695267378664992e-13	4.0782957333077397e-10	1.8076158914781574e-8	2.6356150241687394e-7	1.8377025716401366e-6	6.996739515654306e-6	0.000016178199704119845	0.000026802572688849985	0.00003785129675281115	0.00005237504969072977
0.9331766666666667	5.194390233904412e-13	2.678795556566432e-10	1.2856992600303385e-8	2.0152157177741306e-7	1.510589309384725e-6	6.176229123223057e-6	0.000015131780430938291	0.000025956372989078927	0.00003731938905853238	0.00005226138828602982
0.9465063333333333	3.0910013113446617e-13	1.7493658932561268e-10	9.08455500909617e-9	1.529722751742244e-7	1.2319913105678425e-6	5.4119031461559735e-6	0.000014082571352002502	0.000025078176236039698	0.00003675729205199389	0.000052122743651282155
0.959836	1.832738230089481e-13	1.1360618232294716e-10	6.37770518194702e-9	1.1530152661712336e-7	9.97032514793315e-7	4.707094466958752e-6	0.000013037644803600544	0.000024169200440745295	0.00003616515221257684	0.00005195922624651724
0.9731656666666667	1.082955947661948e-13	7.338158293328214e-11	4.449223088810472e-9	8.630846807337056e-8	8.007575994466875e-7	4.0635475353932066e-6	0.000012004428818080627	0.00002323099376446158	0.000035543121208435936	0.000051770948613365004
0.9864953333333333	6.378952034728599e-14	4.7154137556925304e-11	3.084871771549815e-9	6.417089103303566e-8	6.383333236799009e-7	3.481823081180258e-6	0.000010990362190125817	0.00002226554768870792	0.00003489140571954851	0.0000515580217045714
0.999825	3.746320558945057e-14	3.0150792932987946e-11	2.1260845462002383e-9	4.7395537993582397e-8	5.051384863176983e-7	2.9611221972436955e-6	0.000010002878088775768	0.000021275261501613304	0.00003421013913948177	0.000051320575959615216
1.0131546666666666	2.194149150604296e-14	1.918684528155914e-11	1.456747603150447e-9	3.477992496010662e-8	3.9687257196730526e-7	2.4995819013752505e-6	9.049028401648129e-6	0.000020263106369339666	0.00003349957811818873	0.000051058756043948345
1.0264843333333333	1.281710987050353e-14	1.215425270774159e-11	9.92502891408749e-10	2.5361150163332215e-8	3.096274341961465e-7	2.094404557172362e-6	8.135267027679154e-6	0.000019232495459037582	0.00003275997299509536	0.00005077262331664101
1.039814	7.469574843567503e-15	7.665743114978945e-12	6.724549175720659e-10	1.837847419972912e-8	2.3990126415355517e-7	1.7420685002091097e-6	7.2673895406170455e-6	0.0000181876156718152	0.000031991536085318016	0.00005046237853776027
1.0531436666666667	4.343554508190738e-15	4.814649119824676e-12	4.531810910449369e-10	1.3237969623476998e-8	1.8462724141916228e-7	1.4385129344268932e-6	6.450143022906725e-6	0.0000171330039158617	0.00003119472485239903	0.0000501281079149087
1.0664733333333334	2.5207505324842706e-15	3.0119958295785082e-12	3.038258876524268e-10	9.478983913772974e-9	1.4115476855263828e-7	1.1793583652041205e-6	5.687313963145041e-6	0.00001607389121672969	0.00003036984841630251	0.00004976990403932553
1.079803	1.4602022132462269e-15	1.877167461853619e-12	2.026751466087643e-10	6.748382745660406e-9	1.0722607189715229e-7	9.60091645920339e-7	4.981504828497305e-6	0.000015015801464597276	0.000029517586734582613	0.00004938799183905371
1.0931326666666668	8.4445336579537e-16	1.1657031579702133e-12	1.3454356457189205e-10	4.777278657565584e-9	8.093984916540129e-8	7.76163169373288e-7	4.334199079447532e-6	0.000013964674711464129	0.000028638540998227305	0.000048982431541254154
1.1064623333333334	4.876247812301019e-16	7.214291265747862e-13	8.889476393878915e-11	3.3633414197336873e-9	6.07215767061862e-8	6.231953648706322e-7	3.745771807459627e-6	0.000012926659230739544	0.000027733607302364224	0.00004855336611974483
1.119792	2.8118818488180765e-16	4.4503316391427683e-13	5.847053658304056e-11	2.3552270470172337e-9	4.52801803836859e-8	4.970240807629791e-7	3.215510730479949e-6	0.00001190798467391993	0.000026803842369882938	0.000048100889230238004
1.1331216666666666	1.6195283402993277e-16	2.736904598131247e-13	3.829022032271805e-11	1.6406625431537724e-9	3.356711266279556e-8	3.937925863466894e-7	2.7418531902535595e-6	0.00001091479586427715	0.00002585070923105478	0.00004762523669142064
1.1464513333333333	9.317659733809693e-17	1.6782880144981685e-13	2.4970370137303874e-11	1.1371232769318759e-9	2.4741056125973964e-8	3.099926180541464e-7	2.3223821563436545e-6	9.952982920748858e-6	0.000024875776398956636	0.00004712643898966472
1.159781	5.3559123231082766e-17	1.0263750899205416e-13	1.621832784071482e-11	7.842394804187682e-10	1.8133611712103977e-8	2.4248666025689424e-7	1.954036415756134e-6	9.027937360001811e-6	0.0000238809999412811	0.00004660470366563881
1.1731106666666666	3.0761127069475476e-17	6.260704983112281e-14	1.0493253184073847e-11	5.382674558002179e-10	1.321787883155041e-8	1.8850711807401081e-7	1.6333004339247422e-6	8.144592052008536e-6	0.00002286872261388034	0.00004606012558082767
1.1864403333333333	1.765516114807591e-17	3.8097929655375906e-14	6.763962095362455e-12	3.677338550953834e-10	9.583270802328891e-9	1.4565847811674452e-7	1.3563164512575557e-6	7.307191804275046e-6	0.000021841711689048687	0.00004549287185084389
1.19977	1.0127833319777926e-17	2.3131256708932786e-14	4.344556858154349e-12	2.5009543979660647e-10	6.911820644683554e-9	1.1188363177682926e-7	1.1190583216088963e-6	6.519132639920325e-6	0.00002080300959375731	0.00004490306201179801
1.2130996666666667	5.807137205053677e-18	1.401487704990163e-14	2.7811596041995423e-12	1.6934523297018474e-10	4.959728479920401e-9	8.544264641908382e-8	9.174246497933614e-7	5.783025855139813e-6	0.00001975609195501626	0.000044290870301792605
1.2264293333333334	3.3285946855372982e-18	8.474747829838535e-15	1.7745163776284748e-12	1.141845006003126e-10	3.5413077983791336e-9	6.488217808933976e-8	7.474082420067951e-7	5.100590951028049e-6	0.000018704691867265907	0.000043656495853846274
1.239759	1.907506675464063e-18	5.1153227141948215e-15	1.128749113730948e-12	7.66764228660352e-11	2.516298431886902e-9	4.899549641590687e-8	6.051419494659534e-7	4.472653258876813e-6	0.00001765294114102226	0.0000430000289521071
1.2530886666666667	1.0929275023672089e-18	3.082408991128641e-15	7.158715760309879e-13	5.12862165188136e-11	1.7795525190791546e-9	3.679922425681411e-8	4.86984742444691e-7	3.899195535362749e-6	0.0000166051828776939	0.00004232176589636076
1.2664183333333334	6.262416046111164e-19	1.8545184456888293e-15	4.5274569739752763e-13	3.417302021641256e-11	1.2527716018245126e-9	2.74931718537521e-8	3.8955626872703465e-7	3.3794247834113344e-6	0.00001556590926694694	0.00004162192344004856
1.2797479999999999	3.588458374855554e-19	1.1141721720342699e-15	2.8557338535170017e-13	2.2686628682057868e-11	8.779684542599498e-10	2.0434280364629346e-8	3.097941744120693e-7	2.9118175884469904e-6	0.000014539658371293773	0.000040900689595208666
1.2930776666666666	2.0564683833733633e-19	6.685092333376271e-16	1.7967430433230046e-13	1.5007939035819784e-11	6.126450976907755e-10	1.5111363423328934e-8	2.4494703824369136e-7	2.4942693839391846e-6	0.000013531123937008501	0.000040158554677408
1.3064073333333333	1.178778804180926e-19	4.006296016726565e-16	1.1277421033691119e-13	9.894518007971071e-12	4.257027739544051e-10	1.112016706549158e-8	1.9258394932212102e-7	2.1241584319245377e-6	0.000012544777887565416	0.000039395760407578265
1.319737	6.758579996943833e-20	2.3983849445692137e-16	7.062597238252607e-14	6.501976423989154e-12	2.945914005367363e-10	8.143789729878893e-9	1.505775803164667e-7	1.7984811757738112e-6	0.000011584997551810327	0.000038612879390346494
1.3330666666666666	3.87639584191816e-20	1.4344067162178945e-16	4.413538410788034e-14	4.2592555725430426e-12	2.030557315678769e-10	5.936200261365883e-9	1.170965171517724e-7	1.513975607628692e-6	0.000010655865839195279	0.00003781046773277455
1.3463963333333333	2.224059199051986e-20	8.571416639708851e-17	2.752581613049762e-14	2.7817494959481318e-12	1.3942410082373823e-10	4.3073018363928255e-9	9.057826098317483e-8	1.267197944500139e-6	9.761107763905374e-6	0.00003698911106446931
1.359726	1.2764463203059176e-20	5.118108779898273e-17	1.7134718854393825e-14	1.8115461497039902e-12	9.537665537937933e-11	3.1114746704220322e-9	6.970229555145976e-8	1.0546432825763446e-6	8.90411389654469e-6	0.0000361497505732095
1.3730556666666667	7.329639882255108e-21	3.054064429194521e-17	1.0647421872766614e-14	1.1764786774628458e-12	6.50096939108974e-11	2.237916543843894e-9	5.3365915171157525e-8	8.728276411559056e-7	8.087782683360418e-6	0.000035293274844585915
1.3863853333333334	4.207972536986684e-21	1.8214004501368902e-17	6.60503774203799e-15	7.620364032967493e-13	4.415673089904276e-11	1.6028018208750888e-9	4.065559426040868e-8	7.183621195399591e-7	7.314412771490305e-6	0.00003442077398619243
1.399715	2.4163599452131643e-21	1.085719202044669e-17	4.0913828005690804e-15	4.923442447238841e-13	2.989194726025642e-11	1.1432252929906919e-9	3.082279591407549e-8	5.880012436023952e-7	6.5858766129524794e-6	0.000033533584601857915
1.4130446666666667	1.3877685663151764e-21	6.469545087192371e-18	2.53064775925235e-15	3.1734444221960856e-13	2.0169987157497252e-11	8.121751856002008e-10	2.325742064195346e-8	4.787064001243659e-7	5.9034471837079966e-6	0.00003263308547866374
1.4263743333333334	7.96728643151503e-22	3.8538779995428234e-18	1.5631747769828059e-15	2.040776794722773e-13	1.3567102062220777e-11	5.747398519732978e-10	1.7467758154850666e-8	3.876603810483389e-7	5.267830811122075e-6	0.000031720883883078905
1.439704	4.579852537603092e-22	2.2952112004642277e-18	9.64396611412497e-16	1.3095340260457178e-13	9.098274775609242e-12	4.0518352983133156e-10	1.3060163818302273e-8	3.1228863843116035e-7	4.6792227443089e-6	0.000030798802382179334
1.4530336666666666	2.637259251050008e-22	1.3667414204563492e-18	5.94309586110518e-16	8.385993722693282e-14	6.083696316876987e-12	2.84600991828282e-10	9.721630213953277e-9	2.502822568352087e-7	4.137226078439991e-6	0.00002986864606497528
1.4663633333333332	1.5173418291614898e-22	8.138084917530199e-19	3.658626041369884e-16	5.3596657547959965e-14	4.056554592130628e-12	1.9919168861819235e-10	7.205397354846241e-9	1.9957110531826825e-7	3.641042013010073e-6	0.000028932533654173555
1.479693	8.716373983168303e-23	4.845875296576894e-19	2.2501732453859195e-16	3.419145040715269e-14	2.6976253998856732e-12	1.3893219525294505e-10	5.317972798812394e-9	1.5834871649950008e-7	3.189423465350443e-6	0.000027992613515460937
1.4930226666666666	4.9858565968182697e-23	2.8856143848186374e-19	1.3827512795929517e-16	2.1774222166641753e-14	1.7892767652213905e-12	9.657659923232505e-11	3.908901768215206e-9	1.2502806943628146e-7	2.7807407986472093e-6	0.000027051115875377106
1.5063523333333333	2.8365899600541105e-23	1.71856083833994e-19	8.490567281489391e-17	1.3843992754484616e-14	1.1838816274385754e-12	6.691716414229236e-11	2.8617400488883736e-9	9.824878001791217e-8	2.4130484051490843e-6	0.000026110306784298078
1.519682	1.5937666385722042e-23	1.0236337172715591e-19	5.209940085833591e-17	8.788252004019251e-15	7.814534530146233e-13	4.622013063097895e-11	2.0869296079363846e-9	7.684361952829506e-8	2.0841217448430246e-6	0.00002517250364561838
1.5330116666666667	8.785263944806638e-24	6.099327732698512e-20	3.1949808601600384e-17	5.570744346223367e-15	5.146482868206049e-13	3.182758461262427e-11	1.516132652960123e-9	5.98262947922237e-8	1.791565488092855e-6	0.000024240058383588357
1.5463413333333333	4.7075748517465896e-24	3.635140811241226e-20	1.958266894215519e-17	3.5263875858572233e-15	3.381981412827043e-13	2.185196223223036e-11	1.0973827387604576e-9	4.636813570257351e-8	1.532839485716557e-6	0.000023315177551823575
1.559671	2.3968134206750224e-24	2.1670321736055732e-20	1.199729294186811e-17	2.229446018420109e-15	2.2178497730053502e-13	1.4960411005829016e-11	7.914333757007762e-10	3.5779425355237e-8	1.305331834185472e-6	0.00002240007962234988
1.5730006666666667	1.1182756296208557e-24	1.2922363516871727e-20	7.347413244642946e-18	1.4078374432407916e-15	1.4515703039989354e-13	1.0214142914622821e-11	5.687876550921286e-10	2.748987213795799e-8	1.1064026705198746e-6	0.000021496853846519624
