2.014390568508633442e+04 4.849893401026016363e+03 1.868780720108108198e+03 1.919919003229123291e+03 -2.270784746796000945e+03 -1.164350609087672183e+03 -4.160458988507957656e+02 -3.711300258059242196e+02 -3.981617545584733193e+02 -1.882883635703027778e+02 -6.149345840130590091e+01 -4.697028958378852792e+01 -1.237944935197623693e+02 -5.341900202167094847e+01 -1.575871623230350949e+01 -1.023799830612791162e+01 -4.913621488206189269e+01 -1.917423051998308026e+01 -5.058215721471826853e+00 -2.786689437889126264e+00 -2.251484932988253007e+01 -7.884722573098862597e+00 -1.844047931882596636e+00 -8.607699625122253728e-01 -9.117624016831811673e+00 -2.846982478287265028e+00 -5.859498098915054687e-01 -2.318360414132261960e-01 -5.865178513736788446e+00 -1.624027089297267912e+00 -2.922875931082163370e-01 -9.814213710869967855e-02
4.849893401026016363e+03 7.785128275066250353e+03 1.025507765478652573e+03 1.053570290894054551e+03 -1.246110561026689084e+03 -6.389463346401238368e+02 -2.283083806870370154e+02 -2.036604505659983033e+02 -2.184943192225884729e+02 -1.033246848669559768e+02 -3.374500733988179491e+01 -2.577530696708476654e+01 -6.793317860250020601e+01 -2.931408741961674025e+01 -8.647716501092142849e+00 -5.618180160422510561e+00 -2.696387510080219130e+01 -1.052200618496476991e+01 -2.775734705533287272e+00 -1.529217220502638641e+00 -1.235519640048548773e+01 -4.326802037474972273e+00 -1.011935458083628836e+00 -4.723541244560734986e-01 -5.003366168843386141e+00 -1.562303489248514810e+00 -3.215444561038265925e-01 -1.272218073682503947e-01 -3.218561732276254528e+00 -8.911973317691846974e-01 -1.603950604050541351e-01 -5.385625110677504795e-02
1.868780720108108198e+03 1.025507765478652573e+03 2.041770294759919580e+03 4.059660046311476549e+02 -4.801564073711653009e+02 -2.462014095210010680e+02 -8.797271708627155817e+01 -7.847527605158315112e+01 -8.419112286672904588e+01 -3.981348929231393896e+01 -1.300276395834527854e+01 -9.931846482391957665e+00 -2.617628964817160053e+01 -1.129542380988293715e+01 -3.332173417828705020e+00 -2.164820109998772946e+00 -1.038983040681307912e+01 -4.054382368725994112e+00 -1.069557425888614466e+00 -5.892442208993843300e-01 -4.760754704730574716e+00 -1.667221020908853601e+00 -3.899231009201943876e-01 -1.820094191472973744e-01 -1.927917473402119164e+00 -6.019931570140478749e-01 -1.238988222086194330e-01 -4.902162607054352111e-02 -1.240189343230340580e+00 -3.433997932964274469e-01 -6.180407932721337233e-02 -2.075211049058318588e-02
1.919919003229123291e+03 1.053570290894054551e+03 4.059660046311476549e+02 1.719168135482878370e+03 -4.932956558866870864e+02 -2.529385923533183984e+02 -9.038004806142335212e+01 -8.062271413329318648e+01 -8.649497233986888034e+01 -4.090296622535296933e+01 -1.335857832302854042e+01 -1.020362667140291713e+01 -2.689259118996429265e+01 -1.160451763482791598e+01 -3.423356736350626761e+00 -2.224059368248815449e+00 -1.067414310503708563e+01 -4.165328586878741746e+00 -1.098825349016648412e+00 -6.053686048206993187e-01 -4.891030461185367884e+00 -1.712843720070482689e+00 -4.005931585228474923e-01 -1.869900191218666630e-01 -1.980674005256261250e+00 -6.184664094235211573e-01 -1.272892537238258515e-01 -5.036307922557337752e-02 -1.274126526483231991e+00 -3.527967630234454255e-01 -6.349531815082766484e-02 -2.131998198572823341e-02
-2.270784746796000945e+03 -1.246110561026689084e+03 -4.801564073711653009e+02 -4.932956558866870864e+02 3.462579258630076947e+04 7.045789500273717749e+03 2.517602346643471265e+03 2.245804673137591180e+03 -3.318232130832089297e+03 -1.569172555394237861e+03 -5.124790795878245717e+02 -3.914447389962107309e+02 -6.281499076750853874e+02 -2.710551999039529960e+02 -7.996184535315444464e+01 -5.194898018420579433e+01 -1.908480152047845024e+02 -7.447386508303662822e+01 -1.964641422294322481e+01 -1.082366945622082532e+01 -7.375232822618728790e+01 -2.582813851708992203e+01 -6.040583543080574103e+00 -2.819640845572374044e+00 -3.172539321732750750e+01 -9.906269269248719311e+00 -2.038852237173712112e+00 -8.066892824495923708e-01 -1.370788370702759806e+01 -3.795617545997939768e+00 -6.831240218776803985e-01 -2.293742635615177439e-01
-1.164350609087672183e+03 -6.389463346401238368e+02 -2.462014095210010680e+02 -2.529385923533183984e+02 7.045789500273717749e+03 1.242758215690529505e+04 1.290906956236580072e+03 1.151542013283837377e+03 -1.701431898413099134e+03 -8.045971874766504470e+02 -2.627749412641175581e+02 -2.007142777039925363e+02 -3.220854502531832964e+02 -1.389842377397742723e+02 -4.100063798300814000e+01 -2.663697067910477756e+01 -9.785780138800056704e+01 -3.818666225096714584e+01 -1.007374846917962330e+01 -5.549863826457400506e+00 -3.781669240686935751e+01 -1.324344320015642396e+01 -3.097324454708735519e+00 -1.445777958735606328e+00 -1.626727542901700829e+01 -5.079464565591625735e+00 -1.045426629513220629e+00 -4.136319652005575609e-01 -7.028751961673460613e+00 -1.946212474688418181e+00 -3.502735660339333368e-01 -1.176122324512347411e-01
-4.160458988507957656e+02 -2.283083806870370154e+02 -8.797271708627155817e+01 -9.038004806142335212e+01 2.517602346643471265e+03 1.290906956236580072e+03 3.080965441518435000e+03 4.114691298667536330e+02 -6.079558493668403116e+02 -2.874987632280609660e+02 -9.389477343027945722e+01 -7.171924970690510293e+01 -1.150876115935100898e+02 -4.966186444635003738e+01 -1.465035286618918420e+01 -9.517925547815796250e+00 -3.496656129199289609e+01 -1.364486272117293453e+01 -3.599553007440462249e+00 -1.983078006020199791e+00 -1.351266505224573855e+01 -4.732148707686776312e+00 -1.106736344477504908e+00 -5.166055530748918656e-01 -5.812624801237373795e+00 -1.814994885885966136e+00 -3.735519682505148431e-01 -1.477990232599510623e-01 -2.511514491313791897e+00 -6.954208741478876687e-01 -1.251597924945031248e-01 -4.202521696137855034e-02
-3.711300258059242196e+02 -2.036604505659983033e+02 -7.847527605158315112e+01 -8.062271413329318648e+01 2.245804673137591180e+03 1.151542013283837377e+03 4.114691298667536330e+02 2.188694940376173236e+03 -5.423215820360596808e+02 -2.564607023184877335e+02 -8.375799348695916535e+01 -6.397651573546884407e+01 -1.026628753669299385e+02 -4.430042234391549272e+01 -1.306871634190677334e+01 -8.490380421816254852e+00 -3.119160849917588862e+01 -1.217177784425964404e+01 -3.210949090547959628e+00 -1.768987012207943410e+00 -1.205385209516331990e+01 -4.221270962776864089e+00 -9.872542650242375206e-01 -4.608333666399789807e-01 -5.185100005653511701e+00 -1.619049967075983920e+00 -3.332236947885063860e-01 -1.318427977972390364e-01 -2.240374056198817243e+00 -6.203439757040890568e-01 -1.116476743230856161e-01 -3.748821920479832731e-02
-3.981617545584733193e+02 -2.184943192225884729e+02 -8.419112286672904588e+01 -8.649497233986888034e+01 -3.318232130832089297e+03 -1.701431898413099134e+03 -6.079558493668403116e+02 -5.423215820360596808e+02 4.006357436180720833e+04 6.798826660661152346e+03 2.220441861129420431e+03 1.696030763802355750e+03 -3.189975341455038233e+03 -1.376517600817712719e+03 -4.060755431420737978e+02 -2.638159518556684020e+02 -6.531376396979142100e+02 -2.548713142618840095e+02 -6.723576664044331608e+01 -3.704175762017172246e+01 -1.920602199457312338e+02 -6.725967957469518410e+01 -1.573042955778421614e+01 -7.342694854429185014e+00 -7.184264712831277677e+01 -2.243290107055247873e+01 -4.617012650359862747e+00 -1.826760445937190447e+00 -2.982042767168618269e+01 -8.257068772897978803e+00 -1.486082820702012919e+00 -4.989857502785679522e-01
-1.882883635703027778e+02 -1.033246848669559768e+02 -3.981348929231393896e+01 -4.090296622535296933e+01 -1.569172555394237861e+03 -8.045971874766504470e+02 -2.874987632280609660e+02 -2.564607023184877335e+02 6.798826660661152346e+03 1.318467883451998932e+04 1.050033961445327577e+03 8.020430225282677839e+02 -1.508520670294511547e+03 -6.509471176384001865e+02 -1.920307478776550170e+02 -1.247570197035351498e+02 -3.088649674584199829e+02 -1.205271529321003214e+02 -3.179540056066495524e+01 -1.751683039925337226e+01 -9.082415401910070329e+01 -3.180670884732709425e+01 -7.438828078747926398e+00 -3.472317425036652416e+00 -3.397396738255068271e+01 -1.060838763228955983e+01 -2.183358262231026803e+00 -8.638643241410498552e-01 -1.410190572797412933e+01 -3.904719499893821055e+00 -7.027598689135999832e-01 -2.359674410944798129e-01
