# ells	P1-E1	P1-E2	P1-E3	P1-E4	P1-E5	P1-E6	P1-E7	P1-E8	P1-E9	P1-E10	P2-E1	P2-E2	P2-E3	P2-E4	P2-E5	P2-E6	P2-E7	P2-E8	P2-E9	P2-E10	P3-E1	P3-E2	P3-E3	P3-E4	P3-E5	P3-E6	P3-E7	P3-E8	P3-E9	P3-E10	P4-E1	P4-E2	P4-E3	P4-E4	P4-E5	P4-E6	P4-E7	P4-E8	P4-E9	P4-E10	P5-E1	P5-E2	P5-E3	P5-E4	P5-E5	P5-E6	P5-E7	P5-E8	P5-E9	P5-E10	P6-E1	P6-E2	P6-E3	P6-E4	P6-E5	P6-E6	P6-E7	P6-E8	P6-E9	P6-E10	P7-E1	P7-E2	P7-E3	P7-E4	P7-E5	P7-E6	P7-E7	P7-E8	P7-E9	P7-E10	P8-E1	P8-E2	P8-E3	P8-E4	P8-E5	P8-E6	P8-E7	P8-E8	P8-E9	P8-E10	P9-E1	P9-E2	P9-E3	P9-E4	P9-E5	P9-E6	P9-E7	P9-E8	P9-E9	P9-E10	P10-E1	P10-E2	P10-E3	P10-E4	P10-E5	P10-E6	P10-E7	P10-E8	P10-E9	P10-E10
2.611916279594e+02	-1.562445341668e-09	1.252023932059e-08	2.214086230561e-08	2.730469134658e-08	3.069726262529e-08	3.333487218802e-08	3.558680258211e-08	3.765719695326e-08	3.975307201163e-08	4.250668100779e-08	-2.908829213036e-09	-3.381463891536e-09	8.011547239430e-09	1.927292521242e-08	2.690236552652e-08	3.233168990263e-08	3.677770208018e-08	4.083171413897e-08	4.493256910783e-08	5.032023346461e-08	-6.733930685613e-10	-4.184595128702e-09	-3.120572385012e-09	5.830745896446e-09	1.647915538974e-08	2.484187316312e-08	3.117913949050e-08	3.668076637604e-08	4.219388241470e-08	4.943252306087e-08	-9.653387611735e-11	-1.548878024543e-09	-4.373681826881e-09	-3.094487105509e-09	5.042407897531e-09	1.557370178937e-08	2.443705669840e-08	3.160588975728e-08	3.848688257660e-08	4.746804675080e-08	-9.755202463566e-12	-3.364960900344e-10	-2.002181751168e-09	-4.288570056282e-09	-2.677861217174e-09	5.180934161707e-09	1.559371620167e-08	2.479157764874e-08	3.299972167788e-08	4.339435134883e-08	-6.507866877376e-13	-4.474230201983e-11	-4.875813715463e-10	-2.029389830916e-09	-3.854704055031e-09	-2.184608839434e-09	5.405322997235e-09	1.587098079416e-08	2.570719511616e-08	3.725400335396e-08	-2.396365696822e-14	-3.274406172569e-12	-6.302213349790e-11	-4.683791911834e-10	-1.753283484860e-09	-3.366103089747e-09	-1.896374325946e-09	5.886495547102e-09	1.734597647419e-08	3.054163753931e-08	-3.651594417035e-16	-1.039514992002e-13	-3.625829725574e-12	-4.776600950624e-11	-3.314128654816e-10	-1.334358356654e-09	-2.924101715153e-09	-1.686354768125e-09	7.600516320094e-09	2.351562303642e-08	-1.299204795882e-18	-8.392112743561e-16	-5.741817129447e-14	-1.412415223253e-12	-1.856675732516e-11	-1.520262501573e-10	-7.947891785053e-10	-2.336198770098e-09	-1.175397482350e-09	1.415544541393e-08	-1.961438061407e-22	-3.357169759562e-19	-5.341552482762e-17	-2.892482972397e-15	-8.330635693880e-14	-1.573688203409e-12	-2.141739528231e-11	-2.090043289772e-10	-1.179505723957e-09	2.058704498593e-09
3.563754284892e+02	-9.291977398510e-10	6.601834771202e-09	1.187296294147e-08	1.471209459554e-08	1.657493600434e-08	1.802141673025e-08	1.925608204007e-08	2.039119590239e-08	2.154027916020e-08	2.304997123198e-08	-1.620746234574e-09	-1.959282862068e-09	4.383824716516e-09	1.080219840407e-08	1.518134868607e-08	1.828776874201e-08	2.082742388958e-08	2.314287152144e-08	2.548506034469e-08	2.856220204159e-08	-3.825065487610e-10	-2.434235907840e-09	-1.900251689631e-09	3.330536245142e-09	9.598613842380e-09	1.449376062119e-08	1.819774372363e-08	2.141711319039e-08	2.464355814692e-08	2.887970090523e-08	-5.629699589079e-11	-9.133838209047e-10	-2.580456007523e-09	-1.782363975916e-09	3.023299126773e-09	9.142742376847e-09	1.429026626050e-08	1.847534267957e-08	2.249228891618e-08	2.773258059079e-08	-5.760562923676e-12	-1.978185762798e-10	-1.165122872622e-09	-2.464782677542e-09	-1.529136175832e-09	2.950060413425e-09	8.975850018348e-09	1.439950079993e-08	1.924446833675e-08	2.535886255828e-08	-3.806129676966e-13	-2.589998294785e-11	-2.808933618174e-10	-1.174394072014e-09	-2.285264831123e-09	-1.448568147048e-09	2.981451977368e-09	9.411524522804e-09	1.554749155239e-08	2.270080640160e-08	-1.379971839655e-14	-1.891218175886e-12	-3.685969044712e-11	-2.799607185339e-10	-1.083402754201e-09	-2.184571632008e-09	-1.411906919666e-09	3.589559811241e-09	1.118493686361e-08	1.990231771535e-08	-2.139986785407e-16	-6.245338760138e-14	-2.236408348594e-12	-3.026870874922e-11	-2.159401418238e-10	-8.932246781335e-10	-2.001933549479e-09	-1.183403299583e-09	5.157639446104e-09	1.586633024975e-08	-8.215756956933e-19	-5.448375824684e-16	-3.801854027360e-14	-9.489342883561e-13	-1.259883677519e-11	-1.036069054387e-10	-5.390473777386e-10	-1.549600297885e-09	-6.626788314121e-10	9.285857634497e-09	-1.337109625882e-22	-2.289617642057e-19	-3.632020889646e-17	-1.955028529927e-15	-5.580583093277e-14	-1.041139440132e-12	-1.392308869774e-11	-1.324360711308e-10	-7.185406454704e-10	1.280432633836e-09
4.862462362330e+02	-5.224009208779e-10	3.377990589831e-09	6.168788769790e-09	7.676938385979e-09	8.664906418593e-09	9.431258864246e-09	1.008528416748e-08	1.068656552266e-08	1.129524602547e-08	1.209494448491e-08	-8.712356058238e-10	-1.089531692668e-09	2.326607806648e-09	5.839957009178e-09	8.242101627101e-09	9.944160208420e-09	1.133493971677e-08	1.260258961604e-08	1.388482264021e-08	1.556940263704e-08	-2.089759256326e-10	-1.349023781570e-09	-1.071293131026e-09	1.825694992876e-09	5.301646584963e-09	8.029297979828e-09	1.009685631399e-08	1.189185467746e-08	1.368992394513e-08	1.605058590138e-08	-3.121395595663e-11	-5.079242506306e-10	-1.438905620714e-09	-1.018153461668e-09	1.644932187227e-09	5.094950102644e-09	8.021992230308e-09	1.040078813662e-08	1.267953737826e-08	1.565125571897e-08	-3.203445145877e-12	-1.105002598853e-10	-6.574427033477e-10	-1.415955338596e-09	-9.231959374933e-10	1.632030375967e-09	5.130516879039e-09	8.293820607089e-09	1.111261616362e-08	1.466685528821e-08	-2.135904079783e-13	-1.471374802789e-11	-1.615404069216e-10	-6.842262669633e-10	-1.351036875590e-09	-8.831428399393e-10	1.728704526014e-09	5.538353762514e-09	9.159511462977e-09	1.337853368345e-08	-7.915826170636e-15	-1.098274635711e-12	-2.160416855775e-11	-1.653504243495e-10	-6.433873931204e-10	-1.298050537710e-09	-8.240150981062e-10	2.153286760674e-09	6.607835245468e-09	1.170834946637e-08	-1.256317371637e-16	-3.693508931435e-14	-1.327306507067e-12	-1.797283103865e-11	-1.278255762247e-10	-5.244624368431e-10	-1.157321867427e-09	-6.507587409809e-10	3.003489585862e-09	9.159395732464e-09	-4.881133984536e-19	-3.228597384450e-16	-2.241441409298e-14	-5.556776256018e-13	-7.318351201401e-12	-5.964928790716e-11	-3.079668408461e-10	-8.860859562401e-10	-4.159620454143e-10	5.371259469277e-09	-7.720106402066e-23	-1.314213357520e-19	-2.076257692683e-17	-1.115323141045e-15	-3.185391847723e-14	-5.967622403057e-13	-8.062632935121e-12	-7.841738795520e-11	-4.475092116612e-10	7.620698093804e-10
6.634447365049e+02	-2.809512423401e-10	1.684581522967e-09	3.118394846107e-09	3.895352998265e-09	4.403629122736e-09	4.797568563995e-09	5.133712060776e-09	5.442742452270e-09	5.755575377176e-09	6.166582469681e-09	-4.534503592446e-10	-5.827994214274e-10	1.198883448173e-09	3.052026958924e-09	4.323988108627e-09	5.224392026415e-09	5.959579856588e-09	6.629506803758e-09	7.307112617599e-09	8.197340414360e-09	-1.101708847944e-10	-7.187088983472e-10	-5.841592967343e-10	9.595493363813e-10	2.823610935299e-09	4.290361573417e-09	5.403703803454e-09	6.369229709070e-09	7.336024859035e-09	8.605289105706e-09	-1.665231978038e-11	-2.728860928323e-10	-7.772583918783e-10	-5.585648734116e-10	8.698026369094e-10	2.744546389269e-09	4.346645546338e-09	5.646371819043e-09	6.889913326910e-09	8.511447663228e-09	-1.724185176726e-12	-5.968725892685e-11	-3.573128336799e-10	-7.801993614411e-10	-5.279810213499e-10	8.792246750898e-10	2.821939930821e-09	4.574135881706e-09	6.134897816092e-09	8.102990827385e-09	-1.156503019192e-13	-8.038031954854e-12	-8.914431719912e-11	-3.810413264560e-10	-7.549646412761e-10	-4.897567451937e-10	9.653988063232e-10	3.077025227716e-09	5.089695175062e-09	7.436061496283e-09	-4.359564254616e-15	-6.104623473259e-13	-1.204549072600e-11	-9.208105070635e-11	-3.568349980254e-10	-7.179600684230e-10	-4.609454395226e-10	1.182386562339e-09	3.672157070324e-09	6.532209306694e-09	-7.009112610863e-17	-2.055398534180e-14	-7.362342167390e-13	-9.953324545825e-12	-7.089341941815e-11	-2.927502524691e-10	-6.550295628126e-10	-3.879916832761e-10	1.681546280814e-09	5.212433695911e-09	-2.702006450700e-19	-1.789086296980e-16	-1.246927950413e-14	-3.109236649110e-13	-4.124969396945e-12	-3.392270864943e-11	-1.770399311648e-10	-5.166360359394e-10	-2.585298047551e-10	3.136199000940e-09	-4.376045107061e-23	-7.496068187231e-20	-1.190916721492e-17	-6.431339072112e-16	-1.846513729416e-14	-3.478844864358e-13	-4.730834316832e-12	-4.637721768317e-11	-2.667864688787e-10	4.567550159555e-10
9.052181499767e+02	-1.457319364215e-10	8.215889529693e-10	1.539219725064e-09	1.929068346185e-09	2.183787855315e-09	2.381069779108e-09	2.549383645912e-09	2.704119077094e-09	2.860758366897e-09	3.066554665765e-09	-2.294950100020e-10	-3.019538286575e-10	6.015512274131e-10	1.550242729583e-09	2.203470600250e-09	2.665728477098e-09	3.042856246689e-09	3.386424914234e-09	3.733921476874e-09	4.190456308853e-09	-5.638557890288e-11	-3.710035269961e-10	-3.071969433823e-10	4.884537354221e-10	1.457039352203e-09	2.221533798170e-09	2.801712280672e-09	3.304534888726e-09	3.807888640520e-09	4.468703193234e-09	-8.603941546374e-12	-1.418750212489e-10	-4.070665218937e-10	-2.973637570626e-10	4.489837582620e-10	1.434125876823e-09	2.278600499396e-09	2.964053050271e-09	3.619268667219e-09	4.473493991840e-09	-8.984977144422e-13	-3.126936521351e-11	-1.880751732412e-10	-4.128137564573e-10	-2.838539044491e-10	4.572753073923e-10	1.490236624641e-09	2.425180598611e-09	3.256829605068e-09	4.305062143184e-09	-6.074929249724e-14	-4.238578086517e-12	-4.718018857378e-11	-2.027366089440e-10	-4.052437980365e-10	-2.684884596824e-10	5.121367668061e-10	1.648204863788e-09	2.730097727625e-09	3.991881641646e-09	-2.305036362172e-15	-3.243304783331e-13	-6.433707973744e-12	-4.944968029611e-11	-1.924428274022e-10	-3.874579884330e-10	-2.479313710568e-10	6.349735693370e-10	1.977304112530e-09	3.525871277453e-09	-3.747195501349e-17	-1.104990824026e-14	-3.968771043750e-13	-5.367897537172e-12	-3.819390387354e-11	-1.576414140748e-10	-3.548650969408e-10	-2.199951677768e-10	9.048644609102e-10	2.851440353138e-09	-1.457671491698e-19	-9.639918926165e-17	-6.712597172369e-15	-1.675394654645e-13	-2.231298158437e-12	-1.849629149819e-11	-9.778444304811e-11	-2.897408625275e-10	-1.474317487706e-10	1.750206210926e-09	-2.377111909154e-23	-4.099832091777e-20	-6.560613620199e-18	-3.567569299343e-16	-1.030361417258e-14	-1.949198242979e-13	-2.653359318797e-12	-2.589534654461e-11	-1.473382618108e-10	2.515492240464e-10
1.235098952422e+03	-7.336037787989e-11	3.931431724934e-10	7.442498356726e-10	9.354136507517e-10	1.060188097460e-09	1.156767418811e-09	1.239154857098e-09	1.314894798466e-09	1.391566587494e-09	1.492299744664e-09	-1.133392896095e-10	-1.521073274068e-10	2.948090507937e-10	7.679991739432e-10	1.094744405170e-09	1.325896506310e-09	1.514347021601e-09	1.685990751250e-09	1.859592129293e-09	2.087666277039e-09	-2.811645548971e-11	-1.863918153111e-10	-1.568401116079e-10	2.423943822958e-10	7.317848377630e-10	1.119122554861e-09	1.413073602938e-09	1.667660794194e-09	1.922460781342e-09	2.256961363928e-09	-4.326225752797e-12	-7.172720186240e-11	-2.070781250860e-10	-1.534272009088e-10	2.253042637605e-10	7.282322757053e-10	1.160488592467e-09	1.511318817073e-09	1.846471105480e-09	2.283357225353e-09	-4.551494073398e-13	-1.591137816271e-11	-9.611790018153e-11	-2.121091965170e-10	-1.478408361755e-10	2.319664424325e-10	7.642143634370e-10	1.246966687037e-09	1.676332325523e-09	2.217242916432e-09	-3.098447601804e-14	-2.170424119168e-12	-2.424578361996e-11	-1.045895253444e-10	-2.100452315058e-10	-1.408765362741e-10	2.625467301788e-10	8.528966051778e-10	1.416356720973e-09	2.072999345663e-09	-1.183629165863e-15	-1.671553287187e-13	-3.325579657209e-12	-2.563303485898e-11	-1.000881732718e-10	-2.025591029505e-10	-1.317496774511e-10	3.293115392676e-10	1.033707924156e-09	1.846483285792e-09	-1.937888747726e-17	-5.730896879629e-15	-2.063686881267e-13	-2.799253272730e-12	-1.998602140606e-11	-8.281628036418e-11	-1.871507038754e-10	-1.169652278015e-10	4.753068801663e-10	1.503947998935e-09	-7.598965043548e-20	-5.041633815554e-17	-3.520628394450e-15	-8.807644656855e-14	-1.175128297638e-12	-9.754452719509e-12	-5.164628834815e-11	-1.537468298413e-10	-8.146976601722e-11	9.321404254318e-10	-1.253126252917e-23	-2.162750128909e-20	-3.463115885735e-18	-1.885120502950e-16	-5.454248348307e-15	-1.034960355391e-13	-1.415909873305e-12	-1.392321717570e-11	-7.975848428412e-11	1.356682057426e-10
1.685195355743e+03	-3.602518240402e-11	1.849971741077e-10	3.534651963662e-10	4.453715003602e-10	5.053059244604e-10	5.516720555934e-10	5.912204456722e-10	6.275774048835e-10	6.643816499745e-10	7.127359117887e-10	-5.482561424298e-11	-7.483235525921e-11	1.416522674824e-10	3.725100882430e-10	5.323040201301e-10	6.453209754153e-10	7.374055006990e-10	8.212617705401e-10	9.060724398455e-10	1.017494945849e-09	-1.371410251972e-11	-9.149384781006e-11	-7.801825006875e-11	1.177381398663e-10	3.590972244524e-10	5.505873140780e-10	6.959138048484e-10	8.217068888687e-10	9.475808002576e-10	1.112824609703e-09	-2.125086197872e-12	-3.539328161758e-11	-1.027124763995e-10	-7.702202884657e-11	1.104268518917e-10	3.606716456904e-10	5.762470309821e-10	7.512136607901e-10	9.182703734995e-10	1.136008006924e-09	-2.249593636846e-13	-7.894371584189e-12	-4.786927900437e-11	-1.061336803719e-10	-7.484031219542e-11	1.147370020340e-10	3.817212092033e-10	6.243746306793e-10	8.401459839571e-10	1.111853895570e-09	-1.540401905522e-14	-1.082801651157e-12	-1.213356385249e-11	-5.251759965573e-11	-1.059287580089e-10	-7.186833891821e-11	1.311240069078e-10	4.295669883241e-10	7.148649571977e-10	1.047170480317e-09	-5.919368355774e-16	-8.386116001700e-14	-1.672914433336e-12	-1.292972614937e-11	-5.064287105141e-11	-1.029129528293e-10	-6.772351547746e-11	1.661851585813e-10	5.250023389299e-10	9.393394764014e-10	-9.752781751297e-18	-2.892278619952e-15	-1.043972668022e-13	-1.419340199658e-12	-1.015889866313e-11	-4.221537676631e-11	-9.574888466233e-11	-6.057520666455e-11	2.423054956227e-10	7.704670286445e-10	-3.852214636006e-20	-2.561688698590e-17	-1.792395056172e-15	-4.492290600875e-14	-6.004794690399e-13	-4.995077453408e-12	-2.652339928113e-11	-7.931760717759e-11	-4.278655138912e-11	4.811243922027e-10	-6.411651763377e-24	-1.108232549917e-20	-1.777253843238e-18	-9.690196926340e-17	-2.808687831498e-15	-5.339877814201e-14	-7.320431135339e-13	-7.214061426258e-12	-4.147846120252e-11	7.016048169071e-11
2.299316489134e+03	-1.731969102761e-11	8.580136549895e-11	1.652683322618e-10	2.086973479908e-10	2.369968455180e-10	2.588794456398e-10	2.775425306452e-10	2.946993783336e-10	3.120672904570e-10	3.348856517296e-10	-2.604179169623e-11	-3.606312187041e-11	6.688585252245e-11	1.773548338667e-10	2.539824051171e-10	3.081682047505e-10	3.522948939112e-10	3.924719032950e-10	4.331053302860e-10	4.864886375928e-10	-6.561106566926e-12	-4.401376617158e-11	-3.796746818023e-11	5.610892492145e-11	1.727046627232e-10	2.654063636428e-10	3.357608883586e-10	3.966283195443e-10	4.575246425507e-10	5.374663895968e-10	-1.022923035590e-12	-1.710523731054e-11	-4.986835663498e-11	-3.778549850299e-11	5.305485087464e-11	1.748832943538e-10	2.800375402508e-10	3.653825404635e-10	4.468317952669e-10	5.529791604300e-10	-1.088799584386e-13	-3.833745501101e-12	-2.332286312453e-11	-5.191678156259e-11	-3.696411303089e-11	5.557917053444e-11	1.864465703272e-10	3.055879611477e-10	4.115122444012e-10	5.448484931207e-10	-7.493839726463e-15	-5.283382533305e-13	-5.935911779115e-12	-2.576461338704e-11	-5.215301146065e-11	-3.571403175722e-11	6.403913642202e-11	2.112601311392e-10	3.521908465284e-10	5.162748065507e-10	-2.894206309457e-16	-4.111191358432e-14	-8.219426433933e-13	-6.366834316322e-12	-2.500049295107e-11	-5.097561423644e-11	-3.387594002755e-11	8.182988259789e-11	2.600003792332e-10	4.658815618324e-10	-4.793526968117e-18	-1.424819292440e-15	-5.152835629786e-14	-7.018817168801e-13	-5.034165791559e-12	-2.097211847684e-11	-4.773247287325e-11	-3.053744072972e-11	1.204194130267e-10	3.845209137371e-10	-1.904639058400e-20	-1.269000382610e-17	-8.894385113767e-16	-2.232963096566e-14	-2.990095932249e-13	-2.492367531516e-12	-1.326733317234e-11	-3.981654010192e-11	-2.182455535609e-11	2.416832420476e-10	-3.196756303808e-24	-5.533240816023e-21	-8.885111624759e-19	-4.850713420753e-17	-1.407866430661e-15	-2.680679545982e-14	-3.681727327689e-13	-3.637246387389e-12	-2.099656704767e-11	3.534255482406e-11
3.137236462934e+03	-8.179144127808e-12	3.928601428447e-11	7.622037555971e-11	9.643664338416e-11	1.096013434432e-10	1.197767096398e-10	1.284542359716e-10	1.364313506283e-10	1.445065961103e-10	1.551160387225e-10	-1.217741459593e-11	-1.707510294579e-11	3.111179557395e-11	8.310209513309e-11	1.192330308910e-10	1.447780444380e-10	1.655714186692e-10	1.845008661386e-10	2.036450023736e-10	2.287961286965e-10	-3.087267226118e-12	-2.080997931095e-11	-1.813017446591e-11	2.631211587632e-11	8.163841519655e-11	1.257069779744e-10	1.591530383747e-10	1.880765244369e-10	2.170094995952e-10	2.549907721604e-10	-4.839068624638e-13	-8.119820250659e-12	-2.376493105612e-11	-1.816542699161e-11	2.505467549047e-11	8.324776780182e-11	1.335621401172e-10	1.743987959568e-10	2.133556854894e-10	2.641206130999e-10	-5.174945270682e-14	-1.827362249740e-12	-1.114800136942e-11	-2.490092667411e-11	-1.787766262022e-11	2.642771196725e-11	8.931064982143e-11	1.466473596335e-10	1.976156478845e-10	2.617531212556e-10	-3.577317917783e-15	-2.528592905644e-13	-2.847356665239e-12	-1.238939129992e-11	-2.515851808671e-11	-1.737232818567e-11	3.066802722860e-11	1.018159603086e-10	1.700052992129e-10	2.493677206774e-10	-1.387614728022e-16	-1.975691759179e-14	-3.957753905234e-13	-3.071868677747e-12	-1.208991690524e-11	-2.472572214672e-11	-1.657125123728e-11	3.948712293980e-11	1.260854600192e-10	2.262101016699e-10	-2.308889158704e-18	-6.877130601136e-16	-2.491469430698e-14	-3.399466049385e-13	-2.442686671153e-12	-1.019787728986e-11	-2.327707460210e-11	-1.502919959908e-11	5.857079954789e-11	1.876903834189e-10	-9.223475347998e-21	-6.155708335543e-18	-4.320869505572e-16	-1.086296074104e-14	-1.456767044430e-13	-1.216314563617e-12	-6.488185288144e-12	-1.952957298062e-11	-1.084457713097e-11	1.186074362363e-10	-1.559078829840e-24	-2.701735247498e-21	-4.343097288117e-19	-2.373638578759e-17	-6.897036974170e-16	-1.314893392739e-14	-1.808640874887e-13	-1.790409962993e-12	-1.037012873345e-11	1.738157772514e-11
4.280512348289e+03	-3.802942596303e-12	1.778853334263e-11	3.473219917790e-11	4.401941778921e-11	5.006369906073e-11	5.473378208004e-11	5.871610300127e-11	6.237695714148e-11	6.608284376847e-11	7.095172252110e-11	-5.615832980827e-12	-7.960533521080e-12	1.428102149518e-11	3.839311484124e-11	5.517752806212e-11	6.704271639528e-11	7.669700512176e-11	8.548474304564e-11	9.437200146252e-11	1.060478687067e-10	-1.431586397209e-12	-9.690012309832e-12	-8.514909286093e-12	1.216332830159e-11	3.800730469198e-11	5.862594759529e-11	7.427497498212e-11	8.780278973153e-11	1.013332915460e-10	1.190950072943e-10	-2.254342769839e-13	-3.794168519995e-12	-1.114296591276e-11	-8.583026807211e-12	1.165335218237e-11	3.899525001801e-11	6.267069828111e-11	8.188656518270e-11	1.002114647573e-10	1.240887091408e-10	-2.420768064932e-14	-8.569803197906e-13	-5.240954923230e-12	-1.174169474148e-11	-8.490769850418e-12	1.236775888118e-11	4.206630049652e-11	6.918084932084e-11	9.328071903925e-11	1.235991255077e-10	-1.679878794896e-15	-1.190075418535e-13	-1.342755927305e-12	-5.855071428503e-12	-1.192192791111e-11	-8.289984889913e-12	1.444232930160e-11	4.820823262914e-11	8.060374267072e-11	1.182956263842e-10	-6.540898106834e-17	-9.331781290203e-15	-1.872528890804e-13	-1.455869131039e-12	-5.740913355390e-12	-1.177102993902e-11	-7.946127261523e-12	1.871443719578e-11	6.001579309147e-11	1.077930486613e-10	-1.092706761629e-18	-3.260385401756e-16	-1.182927135146e-14	-1.616354492700e-13	-1.163249309664e-12	-4.865444703675e-12	-1.113381115248e-11	-7.246887423128e-12	2.795121583209e-11	8.985114028109e-11	-4.384943103093e-21	-2.930724108129e-18	-2.059790421688e-16	-5.184873860667e-15	-6.962194467369e-14	-5.821686818887e-13	-3.111180940697e-12	-9.389170473889e-12	-5.273242386621e-12	5.705065689619e-11	-7.458088035665e-25	-1.293747144415e-21	-2.081724273202e-19	-1.138813686882e-17	-3.312322267534e-16	-6.321791956561e-15	-8.707267009203e-14	-8.635024633179e-13	-5.016387281296e-12	8.376734957740e-12
