# thetas P1-S1 P1-S2 P1-S3 P1-S4 P1-S5 P1-S6 P1-S7 P1-S8 P1-S9 P1-S10 P2-S1 P2-S2 P2-S3 P2-S4 P2-S5 P2-S6 P2-S7 P2-S8 P2-S9 P2-S10 P3-S1 P3-S2 P3-S3 P3-S4 P3-S5 P3-S6 P3-S7 P3-S8 P3-S9 P3-S10 P4-S1 P4-S2 P4-S3 P4-S4 P4-S5 P4-S6 P4-S7 P4-S8 P4-S9 P4-S10 P5-S1 P5-S2 P5-S3 P5-S4 P5-S5 P5-S6 P5-S7 P5-S8 P5-S9 P5-S10 P6-S1 P6-S2 P6-S3 P6-S4 P6-S5 P6-S6 P6-S7 P6-S8 P6-S9 P6-S10 P7-S1 P7-S2 P7-S3 P7-S4 P7-S5 P7-S6 P7-S7 P7-S8 P7-S9 P7-S10 P8-S1 P8-S2 P8-S3 P8-S4 P8-S5 P8-S6 P8-S7 P8-S8 P8-S9 P8-S10 P9-S1 P9-S2 P9-S3 P9-S4 P9-S5 P9-S6 P9-S7 P9-S8 P9-S9 P9-S10 P10-S1 P10-S2 P10-S3 P10-S4 P10-S5 P10-S6 P10-S7 P10-S8 P10-S9 P10-S10
3.445664816806323083e-01 -8.465840780314305578e-06 6.492305334549103074e-05 1.156838420287844226e-04 1.430043052880757047e-04 1.609475502091319607e-04 1.748832139561677234e-04 1.867791719230392088e-04 1.977160649204014002e-04 2.087875540042205828e-04 2.233335345455598185e-04 -1.549273539663057112e-05 -1.851772720918497896e-05 4.196852774756340538e-05 1.031658595667306788e-04 1.447984182823514011e-04 1.743082550383311645e-04 1.984576229865025825e-04 2.204783331844852089e-04 2.427532651266352845e-04 2.720178187960227856e-04 -3.640534036189837373e-06 -2.315509519958798367e-05 -1.779780136154858030e-05 3.211675961737654348e-05 9.108715779538970080e-05 1.370805701590924739e-04 1.719958295093835545e-04 2.023445031356613884e-04 2.327533058946210879e-04 2.726780879893608541e-04 -5.350782000468711832e-07 -8.613237482256516501e-06 -2.404442903202617585e-05 -1.645379221879238096e-05 2.809803521045973199e-05 8.538307707073341363e-05 1.339554196456447046e-04 1.733913438334161461e-04 2.111888203803569206e-04 2.604964670391117379e-04 -5.407191905606160357e-08 -1.844863955612376145e-06 -1.088423243159958447e-05 -2.333101462994169854e-05 -1.509892112540689330e-05 2.729718957080562341e-05 8.499179423572509359e-05 1.367026585380660313e-04 1.827656565428285016e-04 2.409431271660100629e-04 -3.546570748700645583e-09 -2.431737212593626246e-07 -2.665567029464136873e-06 -1.126532755254745470e-05 -2.203635108900275664e-05 -1.374955143763976605e-05 2.914361188897143909e-05 9.022083958877499560e-05 1.479836599784127636e-04 2.155065329328662330e-04 -1.306456691305108090e-10 -1.809885373150394141e-08 -3.543061321893879366e-07 -2.686639665126327795e-06 -1.029755005491848332e-05 -2.033496173276261998e-05 -1.229041970864259733e-05 3.442994855149682134e-05 1.040035560190235209e-04 1.839364301159736759e-04 -2.058864958317051859e-12 -5.987220984288234941e-10 -2.125814857658042432e-08 -2.844511353617765834e-07 -2.001200599924507400e-06 -8.148867610677673848e-06 -1.797999680933900501e-05 -1.036603025641149200e-05 4.662495837145385789e-05 1.435028931957520301e-04 -7.729929904245274466e-15 -5.059966967900002009e-12 -3.491813554276582864e-10 -8.635341202622153083e-09 -1.138175206936793524e-07 -9.317152299361807155e-07 -4.850042120958901911e-06 -1.409925482186476067e-05 -6.650534084041295054e-06 8.511691357679472948e-05 -1.203554849604402879e-18 -2.056637394627919853e-15 -3.263458094462598347e-13 -1.760924932769140977e-11 -5.049489445161699139e-10 -9.487155651339299712e-09 -1.282199288913026705e-07 -1.239528423632063429e-06 -6.902783583727402734e-06 1.213316056805348276e-05
4.909082505672607288e-01 -7.351237202711627190e-06 6.508411905111373679e-05 1.138093576316525848e-04 1.399443953422318252e-04 1.571461470006672704e-04 1.705203729632915851e-04 1.819394460297266288e-04 1.924381202622682053e-04 2.030660083624214157e-04 2.170291759066753058e-04 -1.458190891087157956e-05 -1.671368373608301096e-05 4.000753999002931987e-05 9.653293392740201057e-05 1.348018811071351284e-04 1.619486647994291314e-04 1.841922278938830327e-04 2.044825334250994727e-04 2.250079649307264087e-04 2.519740936144936765e-04 -3.363597153139744785e-06 -2.109021384275284132e-05 -1.568611957591932806e-05 2.986899359727448376e-05 8.302577307665747104e-05 1.242833867853084418e-04 1.556101819832390615e-04 1.828731148011306334e-04 2.102002809747409646e-04 2.460802734288786891e-04 -4.866601721577985126e-07 -7.754517878977422541e-06 -2.139512711286818212e-05 -1.422012947138360713e-05 2.559679792708151176e-05 7.623605649920370546e-05 1.189785724250690813e-04 1.536886364121418946e-04 1.869939303742534583e-04 2.304521220023499767e-04 -4.850199917529753434e-08 -1.640940628048695530e-06 -9.601632053409251400e-06 -2.037240799063427219e-05 -1.282839944951235486e-05 2.437841909170470529e-05 7.450683706715352842e-05 1.192573396379844578e-04 1.591440818135507051e-04 2.095644485362041921e-04 -3.140539326848752996e-09 -2.137311661301045947e-07 -2.327378466806454530e-06 -9.765753504387507045e-06 -1.892678699088386302e-05 -1.149870050020560563e-05 2.551205941394782067e-05 7.772344575683183781e-05 1.269505150233923916e-04 1.845586078659259470e-04 -1.142305599191126085e-10 -1.571882437023153358e-08 -3.059827481183729670e-07 -2.306990195018997049e-06 -8.785133700257894242e-06 -1.719897514813030506e-05 -1.011743655181955184e-05 2.952549584110632900e-05 8.804784188368748458e-05 1.551896816203209711e-04 -1.776350161322822117e-12 -5.135476907267797022e-10 -1.814436066863585331e-08 -2.416301471100455983e-07 -1.691182322691805517e-06 -6.844609409994271213e-06 -1.497685940857606949e-05 -8.381458324312690835e-06 3.911976768553507137e-05 1.192657214167941048e-04 -6.568858694289077220e-15 -4.279484642044444365e-12 -2.940924880243077403e-10 -7.243870738498875344e-09 -9.507703282290891480e-08 -7.745770021536614865e-07 -4.008109038053613552e-06 -1.155268759078025078e-05 -5.215746482470317312e-06 6.965337273413846786e-05 -1.002363520492029482e-18 -1.707158206278350915e-15 -2.700505556795814835e-13 -1.452664719379390348e-11 -4.152150005144499353e-10 -7.773381423295222873e-09 -1.046060861409899027e-07 -1.005403808381397746e-06 -5.545565936120225310e-06 9.850117138284051707e-06
6.994032306902541185e-01 -5.815661935393529551e-06 6.254060335062237375e-05 1.070721599792311368e-04 1.308709997512411561e-04 1.465748644131912638e-04 1.587992635852561018e-04 1.692389710442398576e-04 1.788374326500187256e-04 1.885540389712006266e-04 2.013199435449068535e-04 -1.301992068317590610e-05 -1.419223782181860156e-05 3.622800162444952314e-05 8.561441120714981669e-05 1.188709340582011384e-04 1.424851993417347714e-04 1.618619228094801579e-04 1.795442607009634626e-04 1.974323349864550413e-04 2.209335727068780766e-04 -2.939543448533502892e-06 -1.812879161409541767e-05 -1.296613198561782808e-05 2.627787651467140039e-05 7.143211805693964783e-05 1.062886634836081518e-04 1.327636653429269012e-04 1.558362073608559879e-04 1.789726679850523426e-04 2.093514548931347521e-04 -4.176519762379327251e-07 -6.577481767236464233e-06 -1.790451367889218755e-05 -1.149706581887635373e-05 2.198829453191492665e-05 6.405274141601476664e-05 9.937799061452650513e-05 1.280733768618491598e-04 1.556422642677286565e-04 1.916251165189783402e-04 -4.096642438397685044e-08 -1.372697855834818048e-06 -7.956653706853398378e-06 -1.668549362927215278e-05 -1.017348032783347744e-05 2.047386433932004218e-05 6.130191764552644831e-05 9.758801987254446162e-05 1.299537047130460907e-04 1.709064059742164768e-04 -2.613802778046884079e-09 -1.763748571385681582e-07 -1.906153089631005705e-06 -7.933042738566398996e-06 -1.521250233646098460e-05 -8.956537365533406763e-06 2.094691067451398775e-05 6.269067178637564397e-05 1.019147806957002391e-04 1.478749167290653132e-04 -9.370549082822888263e-11 -1.279612505882065061e-08 -2.474928762028794835e-07 -1.853877311321586978e-06 -7.007491921536894432e-06 -1.358370848802213757e-05 -7.740262335351299808e-06 2.368454354115271524e-05 6.962239175635500884e-05 1.222457039637639832e-04 -1.435207440308212784e-12 -4.121607846239968154e-10 -1.448073084528756380e-08 -1.917954522054134866e-07 -1.334506518498674791e-06 -5.363639675559923311e-06 -1.162506773302131096e-05 -6.281918455341940080e-06 3.061501591063185891e-05 9.234960512172779730e-05 -5.216370646823007735e-15 -3.379959373579508858e-12 -2.311757982809728211e-10 -5.668223626510746554e-09 -7.404155786167817663e-08 -5.999184822363942832e-07 -3.083359839867320334e-06 -8.801316816468299030e-06 -3.772308239861234513e-06 5.299175732064480206e-05 -7.779194969415124416e-19 -1.319900798810527980e-15 -2.080554929812284642e-13 -1.115255943683035808e-11 -3.176099483339893699e-10 -5.922033871894919145e-09 -7.930407677421209973e-08 -7.572318610124105011e-07 -4.131638415868607384e-06 7.424009346160950878e-06
9.964486816726315643e-01 -4.018330174133726709e-06 5.724349599742490204e-05 9.571534582315880660e-05 1.161995106128234975e-04 1.297562271482295020e-04 1.403232821201842880e-04 1.493498024291496932e-04 1.576491476328946190e-04 1.660506562833435310e-04 1.770887550653512765e-04 -1.094211019329474697e-05 -1.123275587079322312e-05 3.091546112194721045e-05 7.140670988696625442e-05 9.851322907474426417e-05 1.177839112513545325e-04 1.336217761519542849e-04 1.480810530900326352e-04 1.627092912453721968e-04 1.819278159684218938e-04 -2.410511077008590495e-06 -1.458685409039574920e-05 -9.959650518656810506e-06 2.169112824194370566e-05 5.753934088970742521e-05 8.504638112602097317e-05 1.059487503869000331e-04 1.241932931772101378e-04 1.424966497525078865e-04 1.665303777562991347e-04 -3.354572171271350169e-07 -5.212923706031546801e-06 -1.397252514320127440e-05 -8.613583274189056158e-06 1.766243398667103042e-05 5.021715258081671214e-05 7.740327676545411895e-05 9.949644089815602168e-05 1.207523777804982347e-04 1.485038087856780222e-04 -3.231137550012192927e-08 -1.070869451838404249e-06 -6.140779972704512366e-06 -1.270621516343041095e-05 -7.458067799159964272e-06 1.603015670187532280e-05 4.692912456056229467e-05 7.425628642063804991e-05 9.865213188606430179e-05 1.295537090133818303e-04 -2.027259070640342516e-09 -1.354786121895705665e-07 -1.451670806162644713e-06 -5.985621657017568332e-06 -1.134015131522109674e-05 -6.434671079398500418e-06 1.598850740018629648e-05 4.692478893619869842e-05 7.588524399649410708e-05 1.098681469777815207e-04 -7.149179899254427358e-11 -9.678361170928969018e-09 -1.858332786436010408e-07 -1.381772356118458975e-06 -5.179268955543955079e-06 -9.927392813729504688e-06 -5.448898114462494577e-06 1.761255076561555214e-05 5.095714703275767342e-05 8.909163344126744787e-05 -1.076284870576608378e-12 -3.067603343406791768e-10 -1.070946490013266598e-08 -1.409755870901332940e-07 -9.743856162237904035e-07 -3.885499860246773970e-06 -8.330668818017984936e-06 -4.319935422659744525e-06 2.214293775579646259e-05 6.600750073852816341e-05 -3.836069463898400050e-15 -2.470360387004693507e-12 -1.680576056636467142e-10 -4.099393857357293266e-09 -5.325962612936520628e-08 -4.288737134001962510e-07 -2.187406475750261440e-06 -6.175371576838023489e-06 -2.486998059091466345e-06 3.712638712848241140e-05 -5.573986275312160347e-19 -9.417029821715241897e-16 -1.478485727360549356e-13 -7.893834167950573441e-12 -2.238778797079889563e-10 -4.155225452248457777e-09 -5.533635314080753117e-08 -5.244465682135116535e-07 -2.826328153271093213e-06 5.144394248014139231e-06
1.419653115166774171e+00 -2.196248286829422569e-06 4.956697565972743342e-05 8.074784171695454998e-05 9.728951270445927431e-05 1.082745537031287985e-04 1.168494696669812968e-04 1.241761530000702802e-04 1.309127618657636557e-04 1.377323046679797302e-04 1.466919799066895727e-04 -8.584197406485265201e-06 -8.200593952608449994e-06 2.465535162114696025e-05 5.554423040823697975e-05 7.609131798323971534e-05 9.072046339385457785e-05 1.027649175926333397e-04 1.137661655161390244e-04 1.248965472831041620e-04 1.395196318761745429e-04 -1.838937270641923043e-06 -1.088983769334925598e-05 -7.036152978985151801e-06 1.665168198350761386e-05 4.301455546204295750e-05 6.311064233096228806e-05 7.839112015749304769e-05 9.175186518555967965e-05 1.051622511524542825e-04 1.227718575289117923e-04 -2.499543857912891892e-07 -3.825827528095065664e-06 -1.007564683254555294e-05 -5.917727252200017800e-06 1.314665479207041064e-05 3.640534127147359954e-05 5.570873531656617687e-05 7.140470683227956522e-05 8.652978097838196500e-05 1.062832341647812056e-04 -2.358447251378563793e-08 -7.719905469071579811e-07 -4.373213190873471069e-06 -8.911637350858393042e-06 -4.999603283718934149e-06 1.159338986631091542e-05 3.311590254336130659e-05 5.204715627857421330e-05 6.896527889918921276e-05 9.042076966560951684e-05 -1.451834252282609916e-09 -9.596691357727594625e-08 -1.018343380051904992e-06 -4.154667028669378419e-06 -7.762942064720374362e-06 -4.214840421504048826e-06 1.123805731382396959e-05 3.227744377905047046e-05 5.189122994508380221e-05 7.494483774042959095e-05 -5.025317579818944274e-11 -6.736497317586823922e-09 -1.282796045471987165e-07 -9.458272939039153592e-07 -3.511261366768594721e-06 -6.643447290182198498e-06 -3.485793704373413387e-06 1.202079696747246637e-05 3.416350784756204292e-05 5.944028797548296466e-05 -7.418761258551117412e-13 -2.096336585355394333e-10 -7.265743844330403748e-09 -9.497199569730045170e-08 -6.514107277450337406e-07 -2.574050462619811839e-06 -5.449622838410526729e-06 -2.686752559341219824e-06 1.464246657687481042e-05 4.305231356839348699e-05 -2.585694000165542150e-15 -1.653434034031084474e-12 -1.117886700617182369e-10 -2.710602329847179587e-09 -3.499575510746747971e-08 -2.797759423209701963e-07 -1.414089347778432747e-06 -3.939236457010210897e-06 -1.459123742147841211e-06 2.363637524925018291e-05 -3.645930284427014892e-19 -6.128858796291254645e-16 -9.577169580988312330e-14 -5.089254376789108109e-12 -1.436180876856502471e-10 -2.650604653310447702e-09 -3.505364638217649834e-08 -3.289911908767751976e-07 -1.741724353421813007e-06 3.244832960606747451e-06
2.022597856238482983e+00 -6.066205782374716630e-07 4.031407807141728543e-05 6.383268927923487987e-05 7.626714189459760042e-05 8.455708217447746534e-05 9.103826947395910233e-05 9.657747661166896189e-05 1.016706929373110675e-04 1.068266171524530941e-04 1.136005914598248797e-04 -6.230236350529248225e-06 -5.456099754606689791e-06 1.821130321293475319e-05 3.993341503383301050e-05 5.428371549181808432e-05 6.451921639319609678e-05 7.296282904850795545e-05 8.067904629353959012e-05 8.848627387640081244e-05 9.874342512574553314e-05 -1.292985017662137635e-06 -7.469773556143546925e-06 -4.514670480825177605e-06 1.177774598676395475e-05 2.955572372721903423e-05 4.300799007436433420e-05 5.324453854477503932e-05 6.221266583885732334e-05 7.121914192853189874e-05 8.304642058068666891e-05 -1.710939011275389898e-07 -2.573685653243720569e-06 -6.640750013183282529e-06 -3.673984486134929961e-06 8.982262189161005204e-06 2.414914287320805135e-05 3.664252098172236837e-05 4.680545488759563921e-05 5.661740703473839008e-05 6.943751529207370593e-05 -1.576607784259790764e-08 -5.086932407166069577e-07 -2.840523123403152822e-06 -5.681771935794382133e-06 -3.001864451016753373e-06 7.679138533538174035e-06 2.128072738026200934e-05 3.314286479186701848e-05 4.375184120553251307e-05 5.723211855777547127e-05 -9.492880496791074155e-10 -6.193415169044924125e-08 -6.493691373195597397e-07 -2.613094561610886603e-06 -4.787207859971567450e-06 -2.414790694102840033e-06 7.225363546795608731e-06 2.003877284850900928e-05 3.186283746313323166e-05 4.580686578377450851e-05 -3.212760574958917460e-11 -4.252608926384446327e-09 -8.005722221353429096e-08 -5.827731557506720239e-07 -2.127840782371985641e-06 -3.920525709733436479e-06 -1.836483025152868118e-06 7.404614382134259893e-06 2.017655548410348960e-05 3.471795895981467987e-05 -4.620668192903853715e-13 -1.288290667500108650e-10 -4.408158506525187527e-09 -5.680830127426210315e-08 -3.828711959704309109e-07 -1.477793294062653847e-06 -3.022769197583255512e-06 -1.309624411937177645e-06 8.288687490437185980e-06 2.390603678966746773e-05 -1.548844481259019363e-15 -9.746824404829248012e-13 -6.487326041484353598e-11 -1.547955488368674791e-09 -1.965057469051420060e-08 -1.543625295609370370e-07 -7.682569626340898863e-07 -2.133554330395317821e-06 -8.881854096058740215e-07 1.300095733530946311e-05 -2.022697023836440670e-19 -3.361976860404631042e-16 -5.211705360895338514e-14 -2.756688922319021025e-12 -7.774076868436442749e-11 -1.441151995570671519e-09 -1.929416914389367404e-08 -1.858680098067389150e-07 -1.038396297193081896e-06 1.850383909349684498e-06
2.881620900454915368e+00 5.491048048320592274e-07 3.057380297693641444e-05 4.693911148803162845e-05 5.556305016461724822e-05 6.133766719166397626e-05 6.586016346254521296e-05 6.972659405088151420e-05 7.328182939709298907e-05 7.688084159083172827e-05 8.160930843506261688e-05 -4.139178793877209925e-06 -3.236719043095182373e-06 1.236275529569230180e-05 2.625011723021229067e-05 3.531836226947367261e-05 4.179753390227928665e-05 4.716031406831917849e-05 5.206527853241601415e-05 5.702841434151672780e-05 6.354899876443467722e-05 -8.263863982646526255e-07 -4.609306494467530965e-06 -2.461349430399193497e-06 7.653319220780938867e-06 1.825112458478229155e-05 2.615217302968206352e-05 3.219721926794422525e-05 3.751448320700702729e-05 4.285630185242989665e-05 4.987105802457553210e-05 -1.051469089428740690e-07 -1.530848238683341806e-06 -3.775945257149856520e-06 -1.824362695022751458e-06 5.396113901482370248e-06 1.384144228975577926e-05 2.085473302288699186e-05 2.660013425056862509e-05 3.214020339741046001e-05 3.937442153154674173e-05 -9.249907551638768462e-09 -2.891141968819807858e-07 -1.573025316465793318e-06 -3.106907545719048817e-06 -1.702383446899105656e-06 4.091795611456983387e-06 1.175607310078561313e-05 1.858612153776886399e-05 2.467653375532337571e-05 3.238589328614092830e-05 -5.308894858334596322e-10 -3.412870542771631710e-08 -3.586312454148044146e-07 -1.473053603350224478e-06 -2.826228497993610805e-06 -1.679580282801524222e-06 3.919011115563760420e-06 1.172397527928686773e-05 1.899739335031684138e-05 2.751952390597856224e-05 -1.768479300919984293e-11 -2.383142839449089790e-09 -4.604131699256036431e-08 -3.459041696703671027e-07 -1.310468439937691476e-06 -2.524566776492799651e-06 -1.359125738705319696e-06 4.519115075090983420e-06 1.284478655793391362e-05 2.229655202619450200e-05 -2.669994890111421321e-13 -7.697608807021306048e-11 -2.707228556174452377e-09 -3.574198771536187001e-08 -2.464260608329496134e-07 -9.721033358074990646e-07 -2.030682167483213763e-06 -9.171610439116892089e-07 5.529680035540827435e-06 1.583928458131658279e-05 -9.732689603103131554e-16 -6.255824875368839231e-13 -4.228750626096601423e-11 -1.021345342827715804e-09 -1.308771975487983817e-08 -1.033659289150455678e-07 -5.124726297689587342e-07 -1.381391040527812617e-06 -3.999662963442464300e-07 8.244852324532737025e-06 -1.354105790948027747e-19 -2.254457380722454923e-16 -3.486882637559868676e-14 -1.832321266449568042e-12 -5.107099839847200906e-11 -9.291058182481843890e-10 -1.206889275170319314e-08 -1.105231732950377175e-07 -5.619263440413838352e-07 1.082246600583949855e-06
4.105481961392680290e+00 1.225088013449837346e-06 2.146856461819581362e-05 3.171122717868554003e-05 3.710519864148598232e-05 4.074833762405737726e-05 4.360498294980123639e-05 4.604721916583483498e-05 4.829287513637058808e-05 5.056618238776500310e-05 5.355290695819077830e-05 -2.412078895192082031e-06 -1.636475483682911022e-06 7.163696793016109962e-06 1.510554321629625031e-05 2.041154248021429519e-05 2.419549411910037700e-05 2.731464981013143349e-05 3.016534825672882397e-05 3.304977120929111165e-05 3.683933952339932196e-05 -4.663804278809171620e-07 -2.703544041173826853e-06 -1.752753155303943352e-06 4.214384328537933418e-06 1.082327125697534331e-05 1.578532290530045175e-05 1.954440304118920338e-05 2.284134216176282782e-05 2.615459881917101120e-05 3.050584444440326146e-05 -6.244090707350760024e-08 -9.580913069026732688e-07 -2.486273110874597828e-06 -1.315093208956480876e-06 3.451735875123375149e-06 8.997076925753444968e-06 1.348692729901254924e-05 1.714107645826864161e-05 2.068290559860950880e-05 2.531410195737162790e-05 -5.892744593503316727e-09 -1.892196145872316360e-07 -1.036907568039980065e-06 -1.997151641446360036e-06 -9.083462337948625448e-07 2.909363803179774410e-06 7.570681207287737420e-06 1.157510548610922758e-05 1.517235643858084813e-05 1.975801954654341646e-05 -3.501512462028832958e-10 -2.230631919214609928e-08 -2.277104410135407519e-07 -8.867900103055805807e-07 -1.552510792372119716e-06 -6.623110132435657283e-07 2.522360676236940797e-06 6.606490766505819216e-06 1.034760225382891603e-05 1.478048006733421717e-05 -1.133365039428844722e-11 -1.455775043651018000e-09 -2.669306109433351253e-08 -1.891915145241580183e-07 -6.709069578962986497e-07 -1.192301303699980792e-06 -4.875807506947259910e-07 2.358428746180211799e-06 6.202310989238155857e-06 1.056180671725721251e-05 -1.533182458575672102e-13 -4.160527457391246662e-11 -1.393435216978006789e-09 -1.761659319188103788e-08 -1.165345481218835205e-07 -4.411611286874946390e-07 -8.801470163128933668e-07 -3.312629031535282275e-07 2.481497346217843520e-06 6.893260208118232458e-06 -4.807799437507428160e-16 -2.973699475695521107e-13 -1.953036801482650664e-11 -4.605821006742704583e-10 -5.776598461054295719e-09 -4.469209474316370332e-08 -2.170643221649601106e-07 -5.720303977106504041e-07 -1.426664393188036065e-07 3.421707128283491568e-06 -5.893131229929788348e-20 -9.685642662984254107e-17 -1.482556415671607489e-14 -7.721339244963809054e-13 -2.134848958388495436e-11 -3.854062219579083656e-10 -4.967078459030409430e-09 -4.508611429399046591e-08 -2.263065909239216594e-07 4.407676297775553584e-07
5.849132386796552119e+00 1.294526281833949036e-06 1.355260602996901100e-05 1.981534453021193887e-05 2.311295927272915063e-05 2.532771046967483491e-05 2.706557577991556640e-05 2.855185121439635088e-05 2.991854318440158921e-05 3.130206567935535936e-05 3.311977011714678320e-05 -1.518106424614929751e-06 -1.083870122650184551e-06 4.653272465373774833e-06 9.504285837747460810e-06 1.261842820103322517e-05 1.485545733107598459e-05 1.671474543213976794e-05 1.841695600549754164e-05 2.013955955667523739e-05 2.240273457793778088e-05 -2.908907846420920729e-07 -1.517381522290490970e-06 -6.353274475499703553e-07 2.698303307794415148e-06 6.032850848208153137e-06 8.482605518633326330e-06 1.035824156960891219e-05 1.201545251099336496e-05 1.368312450573523283e-05 1.587343402578362110e-05 -3.438536371917103400e-08 -4.770763829784399836e-07 -1.116404532200879945e-06 -4.420775313240879768e-07 1.749562505756030889e-06 4.189463039910017200e-06 6.148611255777535321e-06 7.751112801673068001e-06 9.309366969664696509e-06 1.134781877994254316e-05 -2.837212661020567403e-09 -8.566047775902305818e-08 -4.484758702740588899e-07 -8.285866777728429722e-07 -3.305895490059192807e-07 1.280935945431880860e-06 3.212295641208613099e-06 4.863934811615131731e-06 6.351029493811441464e-06 8.249199113177089392e-06 -1.543067977133778413e-10 -9.522318385153062323e-09 -9.518085456482170964e-08 -3.642721405747526705e-07 -6.260171356218112541e-07 -2.482794262581934625e-07 1.047514312219968910e-06 2.688335479006676534e-06 4.187100268172194835e-06 5.966360092299336183e-06 -4.753405880039004638e-12 -6.007831084608830940e-10 -1.089553615938760226e-08 -7.647033767310498930e-08 -2.683808682043385960e-07 -4.705023042404325034e-07 -1.812600061188562373e-07 9.467392589646921509e-07 2.456769618905486307e-06 4.168918871062955265e-06 -6.245669946905945918e-14 -1.678645012759594429e-11 -5.579527046221139890e-10 -7.003947993558244309e-09 -4.599238773010018796e-08 -1.727415502017198985e-07 -3.414326901383327867e-07 -1.231015531014833144e-07 9.698189589576219562e-07 2.675601474544074571e-06 -1.912271188265496120e-16 -1.174755359424646671e-13 -7.673472199021717234e-12 -1.801155017255351869e-10 -2.249271458350018613e-09 -1.732804165281038477e-08 -8.377134281690079505e-08 -2.193449502647377525e-07 -5.139612902312381802e-08 1.311426086660262422e-06 -2.288073834602267257e-20 -3.750377037973375663e-17 -5.727199919177220119e-15 -2.976100132360543677e-13 -8.209274353401254702e-12 -1.478103915065988344e-10 -1.898709425228749534e-09 -1.715741503834759952e-08 -8.553655822982843235e-08 1.673346384416017318e-07
8.333333333333332149e+00 9.727200770781882406e-07 8.488970213286598472e-06 1.196277545500026814e-05 1.377611876862416547e-05 1.501076545251028733e-05 1.598287091700468935e-05 1.681459270483229174e-05 1.757941799964165663e-05 1.835366274299880842e-05 1.937088376141442121e-05 -7.330107027402168807e-07 -2.937646591047996453e-07 2.336707688309629448e-06 4.442486386400865738e-06 5.790770909002818853e-06 6.765732977339141782e-06 7.578419720356343907e-06 8.322827883180848938e-06 9.076185409656033299e-06 1.006595586756080607e-05 -1.243295631607884844e-07 -6.163245496437134218e-07 -2.225351506289072349e-07 1.138700422985901717e-06 2.476049460871534586e-06 3.454707355665173528e-06 4.205593753399806873e-06 4.870016222948410657e-06 5.538821638896601476e-06 6.417242447468376687e-06 -1.399514583813812737e-08 -1.903775061573247701e-07 -4.367427280152269802e-07 -1.606454853767824160e-07 7.013070177622373292e-07 1.651390158765867137e-06 2.412423397147327021e-06 3.035557721750797772e-06 3.641996433068347200e-06 4.435420796088386588e-06 -1.125467334616060045e-09 -3.357009125274165604e-08 -1.739832557652761117e-07 -3.180435652828105592e-07 -1.218599886633450549e-07 4.996248811709038200e-07 1.239840309183387900e-06 1.871599902624529534e-06 2.440856071543260458e-06 3.167819901424445733e-06 -6.012213716296457875e-11 -3.681839626998060622e-09 -3.659136953956299343e-08 -1.392743803555330623e-07 -2.377008541368774722e-07 -9.140186961321238877e-08 4.021532571277255743e-07 1.023787115199085778e-06 1.590996769788826033e-06 2.264876808729985121e-06 -1.829267094975152713e-12 -2.300445753043538160e-10 -4.155537401152585092e-09 -2.905069295851897474e-08 -1.015013747551119626e-07 -1.769079338136307920e-07 -6.643530801203536333e-08 3.585310327174044078e-07 9.254148968471836118e-07 1.568077327673543753e-06 -2.380351213680137624e-14 -6.372144403547516794e-12 -2.111024757873094607e-10 -2.641930467009050584e-09 -1.729663156723065207e-08 -6.476239458604079566e-08 -1.275187516959972735e-07 -4.509388888249746637e-08 3.632894368893390515e-07 9.993907602472928124e-07 -7.214263556170153577e-17 -4.419631253513794262e-14 -2.880746646840597689e-12 -6.749344747299090583e-11 -8.413484922520191626e-10 -6.469395590547464954e-09 -3.121030944063834678e-08 -8.151200422596011750e-08 -1.870459600577844024e-08 4.874316059603418846e-07 -8.547924828320775866e-21 -1.399335361419189486e-17 -2.134626450923749401e-15 -1.108162486971398033e-13 -3.053954468645585293e-12 -5.493770073803169708e-11 -7.050312417532733493e-10 -6.362991252146105367e-09 -3.162324899316596742e-08 6.207084704954974785e-08
