# r[Mpc]	l	z	multipoles_value
1.2000000000e+02	4	1.0000000000e+00	2.4352397443e-05
1.2500000000e+02	4	1.0000000000e+00	2.3867613905e-05
1.3000000000e+02	4	1.0000000000e+00	2.3393269913e-05
1.3500000000e+02	4	1.0000000000e+00	2.2929773203e-05
1.4000000000e+02	4	1.0000000000e+00	2.2477454392e-05
1.4500000000e+02	4	1.0000000000e+00	2.2036534020e-05
1.5000000000e+02	4	1.0000000000e+00	2.1607014461e-05
1.5500000000e+02	4	1.0000000000e+00	2.1188611798e-05
1.6000000000e+02	4	1.0000000000e+00	2.0780762007e-05
1.6500000000e+02	4	1.0000000000e+00	2.0382718599e-05
1.7000000000e+02	4	1.0000000000e+00	1.9993691659e-05
1.7500000000e+02	4	1.0000000000e+00	1.9612970447e-05
1.8000000000e+02	4	1.0000000000e+00	1.9240000456e-05
1.8500000000e+02	4	1.0000000000e+00	1.8874409994e-05
1.9000000000e+02	4	1.0000000000e+00	1.8515988796e-05
1.9500000000e+02	4	1.0000000000e+00	1.8164664542e-05
2.0000000000e+02	4	1.0000000000e+00	1.7820459015e-05
2.0500000000e+02	4	1.0000000000e+00	1.7483450306e-05
2.1000000000e+02	4	1.0000000000e+00	1.7153744187e-05
2.1500000000e+02	4	1.0000000000e+00	1.6831443144e-05
2.2000000000e+02	4	1.0000000000e+00	1.6516634029e-05
2.2500000000e+02	4	1.0000000000e+00	1.6209379675e-05
2.3000000000e+02	4	1.0000000000e+00	1.5909705840e-05
2.3500000000e+02	4	1.0000000000e+00	1.5617604010e-05
2.4000000000e+02	4	1.0000000000e+00	1.5333031232e-05
2.4500000000e+02	4	1.0000000000e+00	1.5055911374e-05
2.5000000000e+02	4	1.0000000000e+00	1.4786140599e-05
2.5500000000e+02	4	1.0000000000e+00	1.4523592104e-05
2.6000000000e+02	4	1.0000000000e+00	1.4268117772e-05
2.6500000000e+02	4	1.0000000000e+00	1.4019551534e-05
2.7000000000e+02	4	1.0000000000e+00	1.3777713384e-05
2.7500000000e+02	4	1.0000000000e+00	1.3542414529e-05
2.8000000000e+02	4	1.0000000000e+00	1.3313461936e-05
2.8500000000e+02	4	1.0000000000e+00	1.3090658339e-05
2.9000000000e+02	4	1.0000000000e+00	1.2873798915e-05
2.9500000000e+02	4	1.0000000000e+00	1.2662687465e-05
3.0000000000e+02	4	1.0000000000e+00	1.2457123001e-05
3.0500000000e+02	4	1.0000000000e+00	1.2256910917e-05
3.1000000000e+02	4	1.0000000000e+00	1.2061860885e-05
3.1500000000e+02	4	1.0000000000e+00	1.1871781714e-05
3.2000000000e+02	4	1.0000000000e+00	1.1686496543e-05
3.2500000000e+02	4	1.0000000000e+00	1.1505828579e-05
3.3000000000e+02	4	1.0000000000e+00	1.1329608607e-05
3.3500000000e+02	4	1.0000000000e+00	1.1157673984e-05
3.4000000000e+02	4	1.0000000000e+00	1.0989868332e-05
3.4500000000e+02	4	1.0000000000e+00	1.0826041910e-05
3.5000000000e+02	4	1.0000000000e+00	1.0666051559e-05
3.5500000000e+02	4	1.0000000000e+00	1.0509760396e-05
3.6000000000e+02	4	1.0000000000e+00	1.0357037355e-05
3.6500000000e+02	4	1.0000000000e+00	1.0207757238e-05
3.7000000000e+02	4	1.0000000000e+00	1.0061800681e-05
3.7500000000e+02	4	1.0000000000e+00	9.9190550365e-06
3.8000000000e+02	4	1.0000000000e+00	9.7794075602e-06
3.8500000000e+02	4	1.0000000000e+00	9.6427584232e-06
4.0000000000e+01	0	1.2000000000e+00	1.3995409244e-04
4.5000000000e+01	0	1.2000000000e+00	1.2585006209e-04
5.0000000000e+01	0	1.2000000000e+00	1.1387974620e-04
5.5000000000e+01	0	1.2000000000e+00	1.0360496857e-04
6.0000000000e+01	0	1.2000000000e+00	9.4700951323e-05
6.5000000000e+01	0	1.2000000000e+00	8.6921314334e-05
7.0000000000e+01	0	1.2000000000e+00	8.0075432787e-05
7.5000000000e+01	0	1.2000000000e+00	7.4013346081e-05
8.0000000000e+01	0	1.2000000000e+00	6.8615362820e-05
8.5000000000e+01	0	1.2000000000e+00	6.3784737540e-05
9.0000000000e+01	0	1.2000000000e+00	5.9442407870e-05
9.5000000000e+01	0	1.2000000000e+00	5.5523124356e-05
1.0000000000e+02	0	1.2000000000e+00	5.1972551490e-05
1.0500000000e+02	0	1.2000000000e+00	4.8745087531e-05
1.1000000000e+02	0	1.2000000000e+00	4.5802182317e-05
1.1500000000e+02	0	1.2000000000e+00	4.3111039582e-05
1.2000000000e+02	0	1.2000000000e+00	4.0643600958e-05
1.2500000000e+02	0	1.2000000000e+00	3.8375746793e-05
1.3000000000e+02	0	1.2000000000e+00	3.6286669408e-05
1.3500000000e+02	0	1.2000000000e+00	3.4358369110e-05
1.4000000000e+02	0	1.2000000000e+00	3.2575221451e-05
1.4500000000e+02	0	1.2000000000e+00	3.0923592628e-05
1.5000000000e+02	0	1.2000000000e+00	2.9391448989e-05
1.5500000000e+02	0	1.2000000000e+00	2.7968018080e-05
1.6000000000e+02	0	1.2000000000e+00	2.6643532487e-05
1.6500000000e+02	0	1.2000000000e+00	2.5409082743e-05
1.7000000000e+02	0	1.2000000000e+00	2.4256540415e-05
1.7500000000e+02	0	1.2000000000e+00	2.3178527374e-05
1.8000000000e+02	0	1.2000000000e+00	2.2168395219e-05
1.8500000000e+02	0	1.2000000000e+00	2.1220181374e-05
1.9000000000e+02	0	1.2000000000e+00	2.0328564249e-05
1.9500000000e+02	0	1.2000000000e+00	1.9488803226e-05
2.0000000000e+02	0	1.2000000000e+00	1.8696679708e-05
2.0500000000e+02	0	1.2000000000e+00	1.7948438644e-05
2.1000000000e+02	0	1.2000000000e+00	1.7240728625e-05
2.1500000000e+02	0	1.2000000000e+00	1.6570549593e-05
2.2000000000e+02	0	1.2000000000e+00	1.5935209096e-05
2.2500000000e+02	0	1.2000000000e+00	1.5332284434e-05
2.3000000000e+02	0	1.2000000000e+00	1.4759583434e-05
2.3500000000e+02	0	1.2000000000e+00	1.4215117639e-05
2.4000000000e+02	0	1.2000000000e+00	1.3697076717e-05
2.4500000000e+02	0	1.2000000000e+00	1.3203806026e-05
2.5000000000e+02	0	1.2000000000e+00	1.2733789627e-05
2.5500000000e+02	0	1.2000000000e+00	1.2285635373e-05
2.6000000000e+02	0	1.2000000000e+00	1.1858059937e-05
2.6500000000e+02	0	1.2000000000e+00	1.1449876770e-05
2.7000000000e+02	0	1.2000000000e+00	1.1059986113e-05
2.7500000000e+02	0	1.2000000000e+00	1.0687367491e-05
2.8000000000e+02	0	1.2000000000e+00	1.0331073451e-05
2.8500000000e+02	0	1.2000000000e+00	9.9902214762e-06
2.9000000000e+02	0	1.2000000000e+00	9.6639844290e-06
2.9500000000e+02	0	1.2000000000e+00	9.3515924700e-06
3.0000000000e+02	0	1.2000000000e+00	9.0523253412e-06
3.0500000000e+02	0	1.2000000000e+00	8.7655064030e-06
3.1000000000e+02	0	1.2000000000e+00	8.4905029608e-06
3.1500000000e+02	0	1.2000000000e+00	8.2267167858e-06
3.2000000000e+02	0	1.2000000000e+00	7.9735914446e-06
3.2500000000e+02	0	1.2000000000e+00	7.7305997609e-06
3.3000000000e+02	0	1.2000000000e+00	7.4972465248e-06
3.3500000000e+02	0	1.2000000000e+00	7.2730646160e-06
3.4000000000e+02	0	1.2000000000e+00	7.0576146119e-06
3.4500000000e+02	0	1.2000000000e+00	6.8504814127e-06
3.5000000000e+02	0	1.2000000000e+00	6.6512735264e-06
3.5500000000e+02	0	1.2000000000e+00	6.4596212361e-06
3.6000000000e+02	0	1.2000000000e+00	6.2751750156e-06
3.6500000000e+02	0	1.2000000000e+00	6.0976043375e-06
3.7000000000e+02	0	1.2000000000e+00	5.9265966216e-06
3.7500000000e+02	0	1.2000000000e+00	5.7618559570e-06
3.8000000000e+02	0	1.2000000000e+00	5.6031020802e-06
3.8500000000e+02	0	1.2000000000e+00	5.4500694403e-06
4.0000000000e+01	2	1.2000000000e+00	1.1257894711e-04
4.5000000000e+01	2	1.2000000000e+00	1.0872579485e-04
5.0000000000e+01	2	1.2000000000e+00	1.0488316783e-04
5.5000000000e+01	2	1.2000000000e+00	1.0111344491e-04
6.0000000000e+01	2	1.2000000000e+00	9.7452907780e-05
6.5000000000e+01	2	1.2000000000e+00	9.3921838821e-05
7.0000000000e+01	2	1.2000000000e+00	9.0530434237e-05
7.5000000000e+01	2	1.2000000000e+00	8.7282512904e-05
8.0000000000e+01	2	1.2000000000e+00	8.4177836394e-05
8.5000000000e+01	2	1.2000000000e+00	8.1213585497e-05
9.0000000000e+01	2	1.2000000000e+00	7.8385372238e-05
9.5000000000e+01	2	1.2000000000e+00	7.5687869502e-05
1.0000000000e+02	2	1.2000000000e+00	7.3115269212e-05
1.0500000000e+02	2	1.2000000000e+00	7.0661540968e-05
1.1000000000e+02	2	1.2000000000e+00	6.8320634301e-05
1.1500000000e+02	2	1.2000000000e+00	6.6086582119e-05
1.2000000000e+02	2	1.2000000000e+00	6.3953565127e-05
1.2500000000e+02	2	1.2000000000e+00	6.1915930053e-05
1.3000000000e+02	2	1.2000000000e+00	5.9968157597e-05
1.3500000000e+02	2	1.2000000000e+00	5.8104845849e-05
1.4000000000e+02	2	1.2000000000e+00	5.6320738412e-05
1.4500000000e+02	2	1.2000000000e+00	5.4610812245e-05
1.5000000000e+02	2	1.2000000000e+00	5.2970511830e-05
1.5500000000e+02	2	1.2000000000e+00	5.1395953976e-05
1.6000000000e+02	2	1.2000000000e+00	4.9884012616e-05
1.6500000000e+02	2	1.2000000000e+00	4.8432217548e-05
1.7000000000e+02	2	1.2000000000e+00	4.7038561562e-05
1.7500000000e+02	2	1.2000000000e+00	4.5701266582e-05
1.8000000000e+02	2	1.2000000000e+00	4.4418587861e-05
1.8500000000e+02	2	1.2000000000e+00	4.3188721309e-05
1.9000000000e+02	2	1.2000000000e+00	4.2009747882e-05
1.9500000000e+02	2	1.2000000000e+00	4.0879631228e-05
2.0000000000e+02	2	1.2000000000e+00	3.9796250704e-05
2.0500000000e+02	2	1.2000000000e+00	3.8757420222e-05
2.1000000000e+02	2	1.2000000000e+00	3.7760941340e-05
2.1500000000e+02	2	1.2000000000e+00	3.6804638706e-05
2.2000000000e+02	2	1.2000000000e+00	3.5886383611e-05
2.2500000000e+02	2	1.2000000000e+00	3.5004112105e-05
2.3000000000e+02	2	1.2000000000e+00	3.4155852707e-05
2.3500000000e+02	2	1.2000000000e+00	3.3339729617e-05
2.4000000000e+02	2	1.2000000000e+00	3.2553969514e-05
2.4500000000e+02	2	1.2000000000e+00	3.1796905828e-05
2.5000000000e+02	2	1.2000000000e+00	3.1066974724e-05
2.5500000000e+02	2	1.2000000000e+00	3.0362711137e-05
2.6000000000e+02	2	1.2000000000e+00	2.9682748604e-05
2.6500000000e+02	2	1.2000000000e+00	2.9025815439e-05
2.7000000000e+02	2	1.2000000000e+00	2.8390729549e-05
2.7500000000e+02	2	1.2000000000e+00	2.7776389729e-05
2.8000000000e+02	2	1.2000000000e+00	2.7181767398e-05
2.8500000000e+02	2	1.2000000000e+00	2.6605904837e-05
2.9000000000e+02	2	1.2000000000e+00	2.6047920084e-05
2.9500000000e+02	2	1.2000000000e+00	2.5506977064e-05
3.0000000000e+02	2	1.2000000000e+00	2.4982306015e-05
3.0500000000e+02	2	1.2000000000e+00	2.4473184300e-05
3.1000000000e+02	2	1.2000000000e+00	2.3978934173e-05
3.1500000000e+02	2	1.2000000000e+00	2.3498931619e-05
3.2000000000e+02	2	1.2000000000e+00	2.3032576487e-05
3.2500000000e+02	2	1.2000000000e+00	2.2579315240e-05
3.3000000000e+02	2	1.2000000000e+00	2.2138624841e-05
3.3500000000e+02	2	1.2000000000e+00	2.1710014196e-05
3.4000000000e+02	2	1.2000000000e+00	2.1293018098e-05
3.4500000000e+02	2	1.2000000000e+00	2.0887198693e-05
3.5000000000e+02	2	1.2000000000e+00	2.0492141261e-05
3.5500000000e+02	2	1.2000000000e+00	2.0107453109e-05
3.6000000000e+02	2	1.2000000000e+00	1.9732762308e-05
3.6500000000e+02	2	1.2000000000e+00	1.9367716055e-05
3.7000000000e+02	2	1.2000000000e+00	1.9011978829e-05
3.7500000000e+02	2	1.2000000000e+00	1.8665231584e-05
3.8000000000e+02	2	1.2000000000e+00	1.8327170599e-05
3.8500000000e+02	2	1.2000000000e+00	1.7997506415e-05
4.0000000000e+01	4	1.2000000000e+00	6.9459634294e-05
4.5000000000e+01	4	1.2000000000e+00	6.9059049463e-05
5.0000000000e+01	4	1.2000000000e+00	6.8415216625e-05
5.5000000000e+01	4	1.2000000000e+00	6.7597885587e-05
6.0000000000e+01	4	1.2000000000e+00	6.6657142981e-05
6.5000000000e+01	4	1.2000000000e+00	6.5629621536e-05
7.0000000000e+01	4	1.2000000000e+00	6.4542527354e-05
7.5000000000e+01	4	1.2000000000e+00	6.3416290669e-05
8.0000000000e+01	4	1.2000000000e+00	6.2266381877e-05
8.5000000000e+01	4	1.2000000000e+00	6.1104601113e-05
9.0000000000e+01	4	1.2000000000e+00	5.9939970643e-05
9.5000000000e+01	4	1.2000000000e+00	5.8779414575e-05
1.0000000000e+02	4	1.2000000000e+00	5.7628214052e-05
1.0500000000e+02	4	1.2000000000e+00	5.6490409461e-05
1.1000000000e+02	4	1.2000000000e+00	5.5369056675e-05
1.1500000000e+02	4	1.2000000000e+00	5.4266466885e-05
1.2000000000e+02	4	1.2000000000e+00	5.3184376919e-05
1.2500000000e+02	4	1.2000000000e+00	5.2124115974e-05
1.3000000000e+02	4	1.2000000000e+00	5.1086736762e-05
1.3500000000e+02	4	1.2000000000e+00	5.0073126148e-05
1.4000000000e+02	4	1.2000000000e+00	4.9084002758e-05
1.4500000000e+02	4	1.2000000000e+00	4.8119845162e-05
1.5000000000e+02	4	1.2000000000e+00	4.7180655514e-05
1.5500000000e+02	4	1.2000000000e+00	4.6265811507e-05
1.6000000000e+02	4	1.2000000000e+00	4.5374077873e-05
1.6500000000e+02	4	1.2000000000e+00	4.4503819512e-05
1.7000000000e+02	4	1.2000000000e+00	4.3653306246e-05
1.7500000000e+02	4	1.2000000000e+00	4.2820980970e-05
1.8000000000e+02	4	1.2000000000e+00	4.2005627141e-05
1.8500000000e+02	4	1.2000000000e+00	4.1206426954e-05
1.9000000000e+02	4	1.2000000000e+00	4.0422917678e-05
1.9500000000e+02	4	1.2000000000e+00	3.9654937510e-05
2.0000000000e+02	4	1.2000000000e+00	3.8902531610e-05
2.0500000000e+02	4	1.2000000000e+00	3.8165868272e-05
2.1000000000e+02	4	1.2000000000e+00	3.7445177379e-05
2.1500000000e+02	4	1.2000000000e+00	3.6740683045e-05
2.2000000000e+02	4	1.2000000000e+00	3.6052574129e-05
2.2500000000e+02	4	1.2000000000e+00	3.5380988293e-05
2.3000000000e+02	4	1.2000000000e+00	3.4725982144e-05
2.3500000000e+02	4	1.2000000000e+00	3.4087537511e-05
2.4000000000e+02	4	1.2000000000e+00	3.3465560989e-05
2.4500000000e+02	4	1.2000000000e+00	3.2859886632e-05
2.5000000000e+02	4	1.2000000000e+00	3.2270287845e-05
2.5500000000e+02	4	1.2000000000e+00	3.1696487725e-05
2.6000000000e+02	4	1.2000000000e+00	3.1138162675e-05
2.6500000000e+02	4	1.2000000000e+00	3.0594949772e-05
2.7000000000e+02	4	1.2000000000e+00	3.0066455522e-05
2.7500000000e+02	4	1.2000000000e+00	2.9552267107e-05
2.8000000000e+02	4	1.2000000000e+00	2.9051962322e-05
2.8500000000e+02	4	1.2000000000e+00	2.8565109402e-05
2.9000000000e+02	4	1.2000000000e+00	2.8091260924e-05
2.9500000000e+02	4	1.2000000000e+00	2.7629986872e-05
3.0000000000e+02	4	1.2000000000e+00	2.7180847510e-05
3.0500000000e+02	4	1.2000000000e+00	2.6743417208e-05
3.1000000000e+02	4	1.2000000000e+00	2.6317279320e-05
3.1500000000e+02	4	1.2000000000e+00	2.5902014949e-05
3.2000000000e+02	4	1.2000000000e+00	2.5497237277e-05
3.2500000000e+02	4	1.2000000000e+00	2.5102559125e-05
3.3000000000e+02	4	1.2000000000e+00	2.4717610175e-05
3.3500000000e+02	4	1.2000000000e+00	2.4342033817e-05
3.4000000000e+02	4	1.2000000000e+00	2.3975488162e-05
3.4500000000e+02	4	1.2000000000e+00	2.3617645169e-05
3.5000000000e+02	4	1.2000000000e+00	2.3268191374e-05
3.5500000000e+02	4	1.2000000000e+00	2.2926827048e-05
3.6000000000e+02	4	1.2000000000e+00	2.2593265214e-05
3.6500000000e+02	4	1.2000000000e+00	2.2267231742e-05
3.7000000000e+02	4	1.2000000000e+00	2.1948465283e-05
3.7500000000e+02	4	1.2000000000e+00	2.1636719288e-05
3.8000000000e+02	4	1.2000000000e+00	2.1331746642e-05
3.8500000000e+02	4	1.2000000000e+00	2.1033329065e-05
4.0000000000e+01	0	1.4000000000e+00	2.7476944737e-04
4.5000000000e+01	0	1.4000000000e+00	2.4706286645e-04
5.0000000000e+01	0	1.4000000000e+00	2.2354895857e-04
5.5000000000e+01	0	1.4000000000e+00	2.0336661180e-04
6.0000000000e+01	0	1.4000000000e+00	1.8587758337e-04
6.5000000000e+01	0	1.4000000000e+00	1.7059770609e-04
7.0000000000e+01	0	1.4000000000e+00	1.5715238763e-04
7.5000000000e+01	0	1.4000000000e+00	1.4524695045e-04
8.0000000000e+01	0	1.4000000000e+00	1.3464620249e-04
8.5000000000e+01	0	1.4000000000e+00	1.2516004475e-04
9.0000000000e+01	0	1.4000000000e+00	1.1663312788e-04
9.5000000000e+01	0	1.4000000000e+00	1.0893724639e-04
1.0000000000e+02	0	1.4000000000e+00	1.0196564159e-04
1.0500000000e+02	0	1.4000000000e+00	9.5628716933e-05
1.1000000000e+02	0	1.4000000000e+00	8.9850732284e-05
