# r[Mpc]	l	z	multipoles_value
1.1500000000e+02	0	1.4000000000e+00	8.6628485376e-06
1.2000000000e+02	0	1.4000000000e+00	8.3589387412e-06
1.2500000000e+02	0	1.4000000000e+00	8.0755848322e-06
1.3000000000e+02	0	1.4000000000e+00	7.8153384638e-06
1.3500000000e+02	0	1.4000000000e+00	7.5801133971e-06
1.4000000000e+02	0	1.4000000000e+00	7.3681634683e-06
1.4500000000e+02	0	1.4000000000e+00	7.1718881962e-06
1.5000000000e+02	0	1.4000000000e+00	6.9799587763e-06
1.5500000000e+02	0	1.4000000000e+00	6.7826045036e-06
1.6000000000e+02	0	1.4000000000e+00	6.5752904500e-06
1.6500000000e+02	0	1.4000000000e+00	6.3586162268e-06
1.7000000000e+02	0	1.4000000000e+00	6.1360957937e-06
1.7500000000e+02	0	1.4000000000e+00	5.9119713079e-06
1.8000000000e+02	0	1.4000000000e+00	5.6899451849e-06
1.8500000000e+02	0	1.4000000000e+00	5.4727862968e-06
1.9000000000e+02	0	1.4000000000e+00	5.2623850313e-06
1.9500000000e+02	0	1.4000000000e+00	5.0599249307e-06
2.0000000000e+02	0	1.4000000000e+00	4.8660312141e-06
2.0500000000e+02	0	1.4000000000e+00	4.6809044703e-06
2.1000000000e+02	0	1.4000000000e+00	4.5044783804e-06
2.1500000000e+02	0	1.4000000000e+00	4.3365495117e-06
2.2000000000e+02	0	1.4000000000e+00	4.1768243556e-06
2.2500000000e+02	0	1.4000000000e+00	4.0249485307e-06
2.3000000000e+02	0	1.4000000000e+00	3.8805587702e-06
2.3500000000e+02	0	1.4000000000e+00	3.7433010785e-06
2.4000000000e+02	0	1.4000000000e+00	3.6128072387e-06
2.4500000000e+02	0	1.4000000000e+00	3.4886929298e-06
2.5000000000e+02	0	1.4000000000e+00	3.3705816185e-06
2.5500000000e+02	0	1.4000000000e+00	3.2581150004e-06
2.6000000000e+02	0	1.4000000000e+00	3.1509597690e-06
2.6500000000e+02	0	1.4000000000e+00	3.0488193954e-06
2.7000000000e+02	0	1.4000000000e+00	2.9514257687e-06
2.7500000000e+02	0	1.4000000000e+00	2.8585187585e-06
2.8000000000e+02	0	1.4000000000e+00	2.7698389707e-06
2.8500000000e+02	0	1.4000000000e+00	2.6851275431e-06
2.9000000000e+02	0	1.4000000000e+00	2.6041239696e-06
2.9500000000e+02	0	1.4000000000e+00	2.5265801916e-06
3.0000000000e+02	0	1.4000000000e+00	2.4522820973e-06
3.0500000000e+02	0	1.4000000000e+00	2.3810510501e-06
3.1000000000e+02	0	1.4000000000e+00	2.3127329733e-06
3.1500000000e+02	0	1.4000000000e+00	2.2471955228e-06
3.2000000000e+02	0	1.4000000000e+00	2.1843265116e-06
3.2500000000e+02	0	1.4000000000e+00	2.1240202308e-06
3.3000000000e+02	0	1.4000000000e+00	2.0661643302e-06
3.3500000000e+02	0	1.4000000000e+00	2.0106422757e-06
3.4000000000e+02	0	1.4000000000e+00	1.9573379814e-06
3.4500000000e+02	0	1.4000000000e+00	1.9061326768e-06
3.5000000000e+02	0	1.4000000000e+00	1.8569066006e-06
3.5500000000e+02	0	1.4000000000e+00	1.8095508980e-06
3.6000000000e+02	0	1.4000000000e+00	1.7639754399e-06
3.6500000000e+02	0	1.4000000000e+00	1.7201034732e-06
3.7000000000e+02	0	1.4000000000e+00	1.6778616756e-06
3.7500000000e+02	0	1.4000000000e+00	1.6371741980e-06
3.8000000000e+02	0	1.4000000000e+00	1.5979611574e-06
3.8500000000e+02	0	1.4000000000e+00	1.5601416054e-06
4.0000000000e+01	2	1.4000000000e+00	3.8077986961e-05
4.5000000000e+01	2	1.4000000000e+00	3.8502474441e-05
5.0000000000e+01	2	1.4000000000e+00	3.8673709807e-05
5.5000000000e+01	2	1.4000000000e+00	3.8649642850e-05
6.0000000000e+01	2	1.4000000000e+00	3.8474347048e-05
6.5000000000e+01	2	1.4000000000e+00	3.8181636989e-05
7.0000000000e+01	2	1.4000000000e+00	3.7797823172e-05
7.5000000000e+01	2	1.4000000000e+00	3.7343472948e-05
8.0000000000e+01	2	1.4000000000e+00	3.6834950990e-05
8.5000000000e+01	2	1.4000000000e+00	3.6285210702e-05
9.0000000000e+01	2	1.4000000000e+00	3.5704707226e-05
9.5000000000e+01	2	1.4000000000e+00	3.5101824622e-05
1.0000000000e+02	2	1.4000000000e+00	3.4483295804e-05
1.0500000000e+02	2	1.4000000000e+00	3.3854470637e-05
1.1000000000e+02	2	1.4000000000e+00	3.3219251765e-05
1.1500000000e+02	2	1.4000000000e+00	3.2579969381e-05
1.2000000000e+02	2	1.4000000000e+00	3.1937153746e-05
1.2500000000e+02	2	1.4000000000e+00	3.1289239313e-05
1.3000000000e+02	2	1.4000000000e+00	3.0633390234e-05
1.3500000000e+02	2	1.4000000000e+00	2.9968902256e-05
1.4000000000e+02	2	1.4000000000e+00	2.9303554712e-05
1.4500000000e+02	2	1.4000000000e+00	2.8656746383e-05
1.5000000000e+02	2	1.4000000000e+00	2.8052354868e-05
1.5500000000e+02	2	1.4000000000e+00	2.7506052695e-05
1.6000000000e+02	2	1.4000000000e+00	2.7018713148e-05
1.6500000000e+02	2	1.4000000000e+00	2.6579422779e-05
1.7000000000e+02	2	1.4000000000e+00	2.6172570550e-05
1.7500000000e+02	2	1.4000000000e+00	2.5783539003e-05
1.8000000000e+02	2	1.4000000000e+00	2.5401343824e-05
1.8500000000e+02	2	1.4000000000e+00	2.5018884337e-05
1.9000000000e+02	2	1.4000000000e+00	2.4632172170e-05
1.9500000000e+02	2	1.4000000000e+00	2.4239445141e-05
2.0000000000e+02	2	1.4000000000e+00	2.3840487412e-05
2.0500000000e+02	2	1.4000000000e+00	2.3436094975e-05
2.1000000000e+02	2	1.4000000000e+00	2.3027568389e-05
2.1500000000e+02	2	1.4000000000e+00	2.2616347727e-05
2.2000000000e+02	2	1.4000000000e+00	2.2203890836e-05
2.2500000000e+02	2	1.4000000000e+00	2.1791606358e-05
2.3000000000e+02	2	1.4000000000e+00	2.1380742666e-05
2.3500000000e+02	2	1.4000000000e+00	2.0972370952e-05
2.4000000000e+02	2	1.4000000000e+00	2.0567465187e-05
2.4500000000e+02	2	1.4000000000e+00	2.0166919710e-05
2.5000000000e+02	2	1.4000000000e+00	1.9771505145e-05
2.5500000000e+02	2	1.4000000000e+00	1.9381860104e-05
2.6000000000e+02	2	1.4000000000e+00	1.8998491560e-05
2.6500000000e+02	2	1.4000000000e+00	1.8621763554e-05
2.7000000000e+02	2	1.4000000000e+00	1.8251933489e-05
2.7500000000e+02	2	1.4000000000e+00	1.7889212865e-05
2.8000000000e+02	2	1.4000000000e+00	1.7533788937e-05
2.8500000000e+02	2	1.4000000000e+00	1.7185828707e-05
2.9000000000e+02	2	1.4000000000e+00	1.6845485794e-05
2.9500000000e+02	2	1.4000000000e+00	1.6512868570e-05
3.0000000000e+02	2	1.4000000000e+00	1.6187993671e-05
3.0500000000e+02	2	1.4000000000e+00	1.5870792015e-05
3.1000000000e+02	2	1.4000000000e+00	1.5561142739e-05
3.1500000000e+02	2	1.4000000000e+00	1.5258884602e-05
3.2000000000e+02	2	1.4000000000e+00	1.4963823190e-05
3.2500000000e+02	2	1.4000000000e+00	1.4675766885e-05
3.3000000000e+02	2	1.4000000000e+00	1.4394556856e-05
3.3500000000e+02	2	1.4000000000e+00	1.4120058446e-05
3.4000000000e+02	2	1.4000000000e+00	1.3852147420e-05
3.4500000000e+02	2	1.4000000000e+00	1.3590716758e-05
3.5000000000e+02	2	1.4000000000e+00	1.3335670775e-05
3.5500000000e+02	2	1.4000000000e+00	1.3086895218e-05
3.6000000000e+02	2	1.4000000000e+00	1.2844240553e-05
3.6500000000e+02	2	1.4000000000e+00	1.2607537227e-05
3.7000000000e+02	2	1.4000000000e+00	1.2376621379e-05
3.7500000000e+02	2	1.4000000000e+00	1.2151348094e-05
3.8000000000e+02	2	1.4000000000e+00	1.1931593450e-05
3.8500000000e+02	2	1.4000000000e+00	1.1717245499e-05
4.0000000000e+01	4	1.4000000000e+00	2.4415577650e-05
4.5000000000e+01	4	1.4000000000e+00	2.6538313165e-05
5.0000000000e+01	4	1.4000000000e+00	2.8381445637e-05
5.5000000000e+01	4	1.4000000000e+00	2.9975599634e-05
6.0000000000e+01	4	1.4000000000e+00	3.1348502484e-05
6.5000000000e+01	4	1.4000000000e+00	3.2525094151e-05
7.0000000000e+01	4	1.4000000000e+00	3.3527583140e-05
7.5000000000e+01	4	1.4000000000e+00	3.4375612381e-05
8.0000000000e+01	4	1.4000000000e+00	3.5086419099e-05
8.5000000000e+01	4	1.4000000000e+00	3.5675262330e-05
9.0000000000e+01	4	1.4000000000e+00	3.6155478915e-05
9.5000000000e+01	4	1.4000000000e+00	3.6538892340e-05
1.0000000000e+02	4	1.4000000000e+00	3.6835959914e-05
1.0500000000e+02	4	1.4000000000e+00	3.7055994726e-05
1.1000000000e+02	4	1.4000000000e+00	3.7207567222e-05
1.1500000000e+02	4	1.4000000000e+00	3.7298690683e-05
1.2000000000e+02	4	1.4000000000e+00	3.7336950856e-05
1.2500000000e+02	4	1.4000000000e+00	3.7329489892e-05
1.3000000000e+02	4	1.4000000000e+00	3.7281660778e-05
1.3500000000e+02	4	1.4000000000e+00	3.7193547856e-05
1.4000000000e+02	4	1.4000000000e+00	3.7055416270e-05
1.4500000000e+02	4	1.4000000000e+00	3.6849786809e-05
1.5000000000e+02	4	1.4000000000e+00	3.6564588125e-05
1.5500000000e+02	4	1.4000000000e+00	3.6206596252e-05
1.6000000000e+02	4	1.4000000000e+00	3.5801782400e-05
1.6500000000e+02	4	1.4000000000e+00	3.5383993725e-05
1.7000000000e+02	4	1.4000000000e+00	3.4982855266e-05
1.7500000000e+02	4	1.4000000000e+00	3.4617540738e-05
1.8000000000e+02	4	1.4000000000e+00	3.4296360246e-05
1.8500000000e+02	4	1.4000000000e+00	3.4019475265e-05
1.9000000000e+02	4	1.4000000000e+00	3.3782126899e-05
1.9500000000e+02	4	1.4000000000e+00	3.3577141658e-05
2.0000000000e+02	4	1.4000000000e+00	3.3396528021e-05
2.0500000000e+02	4	1.4000000000e+00	3.3232487102e-05
2.1000000000e+02	4	1.4000000000e+00	3.3078111137e-05
2.1500000000e+02	4	1.4000000000e+00	3.2927705348e-05
2.2000000000e+02	4	1.4000000000e+00	3.2776723294e-05
2.2500000000e+02	4	1.4000000000e+00	3.2621646371e-05
2.3000000000e+02	4	1.4000000000e+00	3.2459928801e-05
2.3500000000e+02	4	1.4000000000e+00	3.2289826712e-05
2.4000000000e+02	4	1.4000000000e+00	3.2110148513e-05
2.4500000000e+02	4	1.4000000000e+00	3.1920138056e-05
2.5000000000e+02	4	1.4000000000e+00	3.1719449754e-05
2.5500000000e+02	4	1.4000000000e+00	3.1508078842e-05
2.6000000000e+02	4	1.4000000000e+00	3.1286294473e-05
2.6500000000e+02	4	1.4000000000e+00	3.1054596422e-05
2.7000000000e+02	4	1.4000000000e+00	3.0813619257e-05
2.7500000000e+02	4	1.4000000000e+00	3.0564029600e-05
2.8000000000e+02	4	1.4000000000e+00	3.0306492841e-05
2.8500000000e+02	4	1.4000000000e+00	3.0041667398e-05
2.9000000000e+02	4	1.4000000000e+00	2.9770196634e-05
2.9500000000e+02	4	1.4000000000e+00	2.9492750261e-05
3.0000000000e+02	4	1.4000000000e+00	2.9210071002e-05
3.0500000000e+02	4	1.4000000000e+00	2.8922945955e-05
3.1000000000e+02	4	1.4000000000e+00	2.8632150153e-05
3.1500000000e+02	4	1.4000000000e+00	2.8338429166e-05
3.2000000000e+02	4	1.4000000000e+00	2.8042488611e-05
3.2500000000e+02	4	1.4000000000e+00	2.7744951355e-05
3.3000000000e+02	4	1.4000000000e+00	2.7446331669e-05
3.3500000000e+02	4	1.4000000000e+00	2.7147063387e-05
3.4000000000e+02	4	1.4000000000e+00	2.6847527594e-05
3.4500000000e+02	4	1.4000000000e+00	2.6548051440e-05
3.5000000000e+02	4	1.4000000000e+00	2.6248923741e-05
3.5500000000e+02	4	1.4000000000e+00	2.5950436676e-05
3.6000000000e+02	4	1.4000000000e+00	2.5652903254e-05
3.6500000000e+02	4	1.4000000000e+00	2.5356631271e-05
3.7000000000e+02	4	1.4000000000e+00	2.5061890467e-05
3.7500000000e+02	4	1.4000000000e+00	2.4768900435e-05
3.8000000000e+02	4	1.4000000000e+00	2.4477835208e-05
3.8500000000e+02	4	1.4000000000e+00	2.4188841026e-05
4.0000000000e+01	0	1.6500000000e+00	1.5782832544e-05
4.5000000000e+01	0	1.6500000000e+00	1.5366145793e-05
5.0000000000e+01	0	1.6500000000e+00	1.4902468120e-05
5.5000000000e+01	0	1.6500000000e+00	1.4413679671e-05
6.0000000000e+01	0	1.6500000000e+00	1.3914492413e-05
6.5000000000e+01	0	1.6500000000e+00	1.3414931572e-05
7.0000000000e+01	0	1.6500000000e+00	1.2921798040e-05
7.5000000000e+01	0	1.6500000000e+00	1.2439737377e-05
8.0000000000e+01	0	1.6500000000e+00	1.1971805893e-05
8.5000000000e+01	0	1.6500000000e+00	1.1520019649e-05
9.0000000000e+01	0	1.6500000000e+00	1.1085588809e-05
9.5000000000e+01	0	1.6500000000e+00	1.0669188775e-05
1.0000000000e+02	0	1.6500000000e+00	1.0271126195e-05
1.0500000000e+02	0	1.6500000000e+00	9.8914819431e-06
1.1000000000e+02	0	1.6500000000e+00	9.5303569553e-06
1.1500000000e+02	0	1.6500000000e+00	9.1881370146e-06
1.2000000000e+02	0	1.6500000000e+00	8.8657990633e-06
1.2500000000e+02	0	1.6500000000e+00	8.5652634452e-06
1.3000000000e+02	0	1.6500000000e+00	8.2892365379e-06
1.3500000000e+02	0	1.6500000000e+00	8.0397481470e-06
1.4000000000e+02	0	1.6500000000e+00	7.8149462268e-06
1.4500000000e+02	0	1.6500000000e+00	7.6067694262e-06
1.5000000000e+02	0	1.6500000000e+00	7.4032019969e-06
1.5500000000e+02	0	1.6500000000e+00	7.1938807684e-06
1.6000000000e+02	0	1.6500000000e+00	6.9739958286e-06
1.6500000000e+02	0	1.6500000000e+00	6.7441831472e-06
1.7000000000e+02	0	1.6500000000e+00	6.5081697599e-06
1.7500000000e+02	0	1.6500000000e+00	6.2704550550e-06
1.8000000000e+02	0	1.6500000000e+00	6.0349659511e-06
1.8500000000e+02	0	1.6500000000e+00	5.8046392163e-06
1.9000000000e+02	0	1.6500000000e+00	5.5814798656e-06
1.9500000000e+02	0	1.6500000000e+00	5.3667432075e-06
2.0000000000e+02	0	1.6500000000e+00	5.1610923726e-06
2.0500000000e+02	0	1.6500000000e+00	4.9647401127e-06
2.1000000000e+02	0	1.6500000000e+00	4.7776160877e-06
2.1500000000e+02	0	1.6500000000e+00	4.5995045291e-06
2.2000000000e+02	0	1.6500000000e+00	4.4300941311e-06
2.2500000000e+02	0	1.6500000000e+00	4.2690090235e-06
2.3000000000e+02	0	1.6500000000e+00	4.1158639122e-06
2.3500000000e+02	0	1.6500000000e+00	3.9702833366e-06
2.4000000000e+02	0	1.6500000000e+00	3.8318767519e-06
2.4500000000e+02	0	1.6500000000e+00	3.7002365332e-06
2.5000000000e+02	0	1.6500000000e+00	3.5749633155e-06
2.5500000000e+02	0	1.6500000000e+00	3.4556770677e-06
2.6000000000e+02	0	1.6500000000e+00	3.3420242728e-06
2.6500000000e+02	0	1.6500000000e+00	3.2336904213e-06
2.7000000000e+02	0	1.6500000000e+00	3.1303911448e-06
2.7500000000e+02	0	1.6500000000e+00	3.0318505395e-06
2.8000000000e+02	0	1.6500000000e+00	2.9377934822e-06
2.8500000000e+02	0	1.6500000000e+00	2.8479454143e-06
2.9000000000e+02	0	1.6500000000e+00	2.7620300334e-06
2.9500000000e+02	0	1.6500000000e+00	2.6797842393e-06
3.0000000000e+02	0	1.6500000000e+00	2.6009809372e-06
3.0500000000e+02	0	1.6500000000e+00	2.5254306585e-06
3.1000000000e+02	0	1.6500000000e+00	2.4529699838e-06
3.1500000000e+02	0	1.6500000000e+00	2.3834585440e-06
3.2000000000e+02	0	1.6500000000e+00	2.3167773494e-06
3.2500000000e+02	0	1.6500000000e+00	2.2528142813e-06
3.3000000000e+02	0	1.6500000000e+00	2.1914501769e-06
3.3500000000e+02	0	1.6500000000e+00	2.1325614359e-06
3.4000000000e+02	0	1.6500000000e+00	2.0760249333e-06
3.4500000000e+02	0	1.6500000000e+00	2.0217146965e-06
3.5000000000e+02	0	1.6500000000e+00	1.9695037025e-06
3.5500000000e+02	0	1.6500000000e+00	1.9192764959e-06
3.6000000000e+02	0	1.6500000000e+00	1.8709374823e-06
3.6500000000e+02	0	1.6500000000e+00	1.8244052545e-06
3.7000000000e+02	0	1.6500000000e+00	1.7796020443e-06
3.7500000000e+02	0	1.6500000000e+00	1.7364474032e-06
3.8000000000e+02	0	1.6500000000e+00	1.6948566045e-06
3.8500000000e+02	0	1.6500000000e+00	1.6547437913e-06
4.0000000000e+01	2	1.6500000000e+00	4.0386918913e-05
4.5000000000e+01	2	1.6500000000e+00	4.0837146007e-05
5.0000000000e+01	2	1.6500000000e+00	4.1018764558e-05
5.5000000000e+01	2	1.6500000000e+00	4.0993238255e-05
6.0000000000e+01	2	1.6500000000e+00	4.0807313055e-05
6.5000000000e+01	2	1.6500000000e+00	4.0496853958e-05
7.0000000000e+01	2	1.6500000000e+00	4.0089766853e-05
7.5000000000e+01	2	1.6500000000e+00	3.9607866230e-05
8.0000000000e+01	2	1.6500000000e+00	3.9068509065e-05
8.5000000000e+01	2	1.6500000000e+00	3.8485434217e-05
9.0000000000e+01	2	1.6500000000e+00	3.7869730797e-05
9.5000000000e+01	2	1.6500000000e+00	3.7230291247e-05
1.0000000000e+02	2	1.6500000000e+00	3.6574256746e-05
1.0500000000e+02	2	1.6500000000e+00	3.5907301556e-05
1.1000000000e+02	2	1.6500000000e+00	3.5233564966e-05
1.1500000000e+02	2	1.6500000000e+00	3.4555518465e-05
1.2000000000e+02	2	1.6500000000e+00	3.3873724468e-05
1.2500000000e+02	2	1.6500000000e+00	3.3186522497e-05
1.3000000000e+02	2	1.6500000000e+00	3.2490904749e-05
1.3500000000e+02	2	1.6500000000e+00	3.1786124265e-05
1.4000000000e+02	2	1.6500000000e+00	3.1080432093e-05
1.4500000000e+02	2	1.6500000000e+00	3.0394403297e-05
1.5000000000e+02	2	1.6500000000e+00	2.9753363341e-05
1.5500000000e+02	2	1.6500000000e+00	2.9173935085e-05
1.6000000000e+02	2	1.6500000000e+00	2.8657044768e-05
1.6500000000e+02	2	1.6500000000e+00	2.8191117183e-05
1.7000000000e+02	2	1.6500000000e+00	2.7759594686e-05
1.7500000000e+02	2	1.6500000000e+00	2.7346973464e-05
1.8000000000e+02	2	1.6500000000e+00	2.6941603145e-05
1.8500000000e+02	2	1.6500000000e+00	2.6535952492e-05
1.9000000000e+02	2	1.6500000000e+00	2.6125791289e-05
1.9500000000e+02	2	1.6500000000e+00	2.5709250502e-05
2.0000000000e+02	2	1.6500000000e+00	2.5286101204e-05
2.0500000000e+02	2	1.6500000000e+00	2.4857187653e-05
2.1000000000e+02	2	1.6500000000e+00	2.4423889273e-05
2.1500000000e+02	2	1.6500000000e+00	2.3987733455e-05
2.2000000000e+02	2	1.6500000000e+00	2.3550266447e-05
2.2500000000e+02	2	1.6500000000e+00	2.3112982307e-05
2.3000000000e+02	2	1.6500000000e+00	2.2677205106e-05
2.3500000000e+02	2	1.6500000000e+00	2.2244070988e-05
2.4000000000e+02	2	1.6500000000e+00	2.1814612983e-05
2.4500000000e+02	2	1.6500000000e+00	2.1389779661e-05
2.5000000000e+02	2	1.6500000000e+00	2.0970388373e-05
2.5500000000e+02	2	1.6500000000e+00	2.0557116456e-05
2.6000000000e+02	2	1.6500000000e+00	2.0150501623e-05
2.6500000000e+02	2	1.6500000000e+00	1.9750929991e-05
2.7000000000e+02	2	1.6500000000e+00	1.9358674568e-05
2.7500000000e+02	2	1.6500000000e+00	1.8973959682e-05
2.8000000000e+02	2	1.6500000000e+00	1.8596983941e-05
2.8500000000e+02	2	1.6500000000e+00	1.8227924474e-05
2.9000000000e+02	2	1.6500000000e+00	1.7866944214e-05
2.9500000000e+02	2	1.6500000000e+00	1.7514158105e-05
3.0000000000e+02	2	1.6500000000e+00	1.7169583792e-05
3.0500000000e+02	2	1.6500000000e+00	1.6833148003e-05
3.1000000000e+02	2	1.6500000000e+00	1.6504722548e-05
3.1500000000e+02	2	1.6500000000e+00	1.6184136407e-05
3.2000000000e+02	2	1.6500000000e+00	1.5871183380e-05
3.2500000000e+02	2	1.6500000000e+00	1.5565660227e-05
3.3000000000e+02	2	1.6500000000e+00	1.5267398487e-05
3.3500000000e+02	2	1.6500000000e+00	1.4976255338e-05
3.4000000000e+02	2	1.6500000000e+00	1.4692099012e-05
3.4500000000e+02	2	1.6500000000e+00	1.4414815999e-05
3.5000000000e+02	2	1.6500000000e+00	1.4144304812e-05
3.5500000000e+02	2	1.6500000000e+00	1.3880444271e-05
3.6000000000e+02	2	1.6500000000e+00	1.3623075774e-05
3.6500000000e+02	2	1.6500000000e+00	1.3372019487e-05
3.7000000000e+02	2	1.6500000000e+00	1.3127101612e-05
3.7500000000e+02	2	1.6500000000e+00	1.2888168448e-05
3.8000000000e+02	2	1.6500000000e+00	1.2655088560e-05
3.8500000000e+02	2	1.6500000000e+00	1.2427743208e-05
4.0000000000e+01	4	1.6500000000e+00	2.5896063144e-05
4.5000000000e+01	4	1.6500000000e+00	2.8147514808e-05
5.0000000000e+01	4	1.6500000000e+00	3.0102409162e-05
5.5000000000e+01	4	1.6500000000e+00	3.1793227752e-05
6.0000000000e+01	4	1.6500000000e+00	3.3249379205e-05
6.5000000000e+01	4	1.6500000000e+00	3.4497315770e-05
7.0000000000e+01	4	1.6500000000e+00	3.5560592607e-05
7.5000000000e+01	4	1.6500000000e+00	3.6460043731e-05
8.0000000000e+01	4	1.6500000000e+00	3.7213951581e-05
8.5000000000e+01	4	1.6500000000e+00	3.7838500453e-05
9.0000000000e+01	4	1.6500000000e+00	3.8347835894e-05
9.5000000000e+01	4	1.6500000000e+00	3.8754498330e-05
1.0000000000e+02	4	1.6500000000e+00	3.9069579167e-05
1.0500000000e+02	4	1.6500000000e+00	3.9302956212e-05
1.1000000000e+02	4	1.6500000000e+00	3.9463719599e-05
1.1500000000e+02	4	1.6500000000e+00	3.9560368506e-05
1.2000000000e+02	4	1.6500000000e+00	3.9600948658e-05
1.2500000000e+02	4	1.6500000000e+00	3.9593035284e-05
1.3000000000e+02	4	1.6500000000e+00	3.9542305960e-05
1.3500000000e+02	4	1.6500000000e+00	3.9448850141e-05
1.4000000000e+02	4	1.6500000000e+00	3.9302342681e-05
1.4500000000e+02	4	1.6500000000e+00	3.9084244482e-05
1.5000000000e+02	4	1.6500000000e+00	3.8781752227e-05
1.5500000000e+02	4	1.6500000000e+00	3.8402052829e-05
1.6000000000e+02	4	1.6500000000e+00	3.7972692311e-05
1.6500000000e+02	4	1.6500000000e+00	3.7529570217e-05
1.7000000000e+02	4	1.6500000000e+00	3.7104107956e-05
1.7500000000e+02	4	1.6500000000e+00	3.6716641879e-05
1.8000000000e+02	4	1.6500000000e+00	3.6375985991e-05
1.8500000000e+02	4	1.6500000000e+00	3.6082311556e-05
1.9000000000e+02	4	1.6500000000e+00	3.5830571115e-05
1.9500000000e+02	4	1.6500000000e+00	3.5613156200e-05
2.0000000000e+02	4	1.6500000000e+00	3.5421590709e-05
2.0500000000e+02	4	1.6500000000e+00	3.5247602853e-05
2.1000000000e+02	4	1.6500000000e+00	3.5083866004e-05
2.1500000000e+02	4	1.6500000000e+00	3.4924340071e-05
2.2000000000e+02	4	1.6500000000e+00	3.4764202930e-05
2.2500000000e+02	4	1.6500000000e+00	3.4599722620e-05
2.3000000000e+02	4	1.6500000000e+00	3.4428198994e-05
2.3500000000e+02	4	1.6500000000e+00	3.4247782437e-05
2.4000000000e+02	4	1.6500000000e+00	3.4057209106e-05
2.4500000000e+02	4	1.6500000000e+00	3.3855676999e-05
2.5000000000e+02	4	1.6500000000e+00	3.3642819576e-05
2.5500000000e+02	4	1.6500000000e+00	3.3418631783e-05
2.6000000000e+02	4	1.6500000000e+00	3.3183399092e-05
2.6500000000e+02	4	1.6500000000e+00	3.2937651584e-05
2.7000000000e+02	4	1.6500000000e+00	3.2682062305e-05
2.7500000000e+02	4	1.6500000000e+00	3.2417338300e-05
2.8000000000e+02	4	1.6500000000e+00	3.2144185304e-05
2.8500000000e+02	4	1.6500000000e+00	3.1863301661e-05
2.9000000000e+02	4	1.6500000000e+00	3.1575369745e-05
2.9500000000e+02	4	1.6500000000e+00	3.1281099878e-05
3.0000000000e+02	4	1.6500000000e+00	3.0981279819e-05
3.0500000000e+02	4	1.6500000000e+00	3.0676744393e-05
3.1000000000e+02	4	1.6500000000e+00	3.0368315627e-05
3.1500000000e+02	4	1.6500000000e+00	3.0056784304e-05
3.2000000000e+02	4	1.6500000000e+00	2.9742898824e-05
3.2500000000e+02	4	1.6500000000e+00	2.9427319825e-05
3.3000000000e+02	4	1.6500000000e+00	2.9110592760e-05
3.3500000000e+02	4	1.6500000000e+00	2.8793177770e-05
3.4000000000e+02	4	1.6500000000e+00	2.8475479048e-05
3.4500000000e+02	4	1.6500000000e+00	2.8157843582e-05
3.5000000000e+02	4	1.6500000000e+00	2.7840577700e-05
3.5500000000e+02	4	1.6500000000e+00	2.7523991298e-05
3.6000000000e+02	4	1.6500000000e+00	2.7208416365e-05
3.6500000000e+02	4	1.6500000000e+00	2.6894179361e-05
3.7000000000e+02	4	1.6500000000e+00	2.6581566381e-05
3.7500000000e+02	4	1.6500000000e+00	2.6270810335e-05
3.8000000000e+02	4	1.6500000000e+00	2.5962095809e-05
3.8500000000e+02	4	1.6500000000e+00	2.5655577908e-05
