# r[Mpc]	l	z	multipoles_value
3.0000000000e+02	4	1.0000000000e+00	1.8236022113e-05
3.0500000000e+02	4	1.0000000000e+00	1.8056768228e-05
3.1000000000e+02	4	1.0000000000e+00	1.7875222668e-05
3.1500000000e+02	4	1.0000000000e+00	1.7691850899e-05
3.2000000000e+02	4	1.0000000000e+00	1.7507093439e-05
3.2500000000e+02	4	1.0000000000e+00	1.7321339150e-05
3.3000000000e+02	4	1.0000000000e+00	1.7134909093e-05
3.3500000000e+02	4	1.0000000000e+00	1.6948074114e-05
3.4000000000e+02	4	1.0000000000e+00	1.6761072126e-05
3.4500000000e+02	4	1.0000000000e+00	1.6574107371e-05
3.5000000000e+02	4	1.0000000000e+00	1.6387360159e-05
3.5500000000e+02	4	1.0000000000e+00	1.6201012898e-05
3.6000000000e+02	4	1.0000000000e+00	1.6015261002e-05
3.6500000000e+02	4	1.0000000000e+00	1.5830296631e-05
3.7000000000e+02	4	1.0000000000e+00	1.5646288183e-05
3.7500000000e+02	4	1.0000000000e+00	1.5463372753e-05
3.8000000000e+02	4	1.0000000000e+00	1.5281658990e-05
3.8500000000e+02	4	1.0000000000e+00	1.5101238193e-05
4.0000000000e+01	0	1.2000000000e+00	1.1845514730e-05
4.5000000000e+01	0	1.2000000000e+00	1.1532778151e-05
5.0000000000e+01	0	1.2000000000e+00	1.1184773400e-05
5.5000000000e+01	0	1.2000000000e+00	1.0817922218e-05
6.0000000000e+01	0	1.2000000000e+00	1.0443266402e-05
6.5000000000e+01	0	1.2000000000e+00	1.0068330200e-05
7.0000000000e+01	0	1.2000000000e+00	9.6982178952e-06
7.5000000000e+01	0	1.2000000000e+00	9.3364161294e-06
8.0000000000e+01	0	1.2000000000e+00	8.9852187587e-06
8.5000000000e+01	0	1.2000000000e+00	8.6461389018e-06
9.0000000000e+01	0	1.2000000000e+00	8.3200848238e-06
9.5000000000e+01	0	1.2000000000e+00	8.0075634351e-06
1.0000000000e+02	0	1.2000000000e+00	7.7088048859e-06
1.0500000000e+02	0	1.2000000000e+00	7.4238698743e-06
1.1000000000e+02	0	1.2000000000e+00	7.1528341555e-06
1.1500000000e+02	0	1.2000000000e+00	6.8959872722e-06
1.2000000000e+02	0	1.2000000000e+00	6.6540624505e-06
1.2500000000e+02	0	1.2000000000e+00	6.4285009690e-06
1.3000000000e+02	0	1.2000000000e+00	6.2213340497e-06
1.3500000000e+02	0	1.2000000000e+00	6.0340851259e-06
1.4000000000e+02	0	1.2000000000e+00	5.8653641786e-06
1.4500000000e+02	0	1.2000000000e+00	5.7091209092e-06
1.5000000000e+02	0	1.2000000000e+00	5.5563371186e-06
1.5500000000e+02	0	1.2000000000e+00	5.3992349198e-06
1.6000000000e+02	0	1.2000000000e+00	5.2342043218e-06
1.6500000000e+02	0	1.2000000000e+00	5.0617226399e-06
1.7000000000e+02	0	1.2000000000e+00	4.8845871321e-06
1.7500000000e+02	0	1.2000000000e+00	4.7061747318e-06
1.8000000000e+02	0	1.2000000000e+00	4.5294327154e-06
1.8500000000e+02	0	1.2000000000e+00	4.3565652202e-06
1.9000000000e+02	0	1.2000000000e+00	4.1890770732e-06
1.9500000000e+02	0	1.2000000000e+00	4.0279104233e-06
2.0000000000e+02	0	1.2000000000e+00	3.8735629710e-06
2.0500000000e+02	0	1.2000000000e+00	3.7261943932e-06
2.1000000000e+02	0	1.2000000000e+00	3.5857518972e-06
2.1500000000e+02	0	1.2000000000e+00	3.4520735423e-06
2.2000000000e+02	0	1.2000000000e+00	3.3249256835e-06
2.2500000000e+02	0	1.2000000000e+00	3.2040262182e-06
2.3000000000e+02	0	1.2000000000e+00	3.0890859712e-06
2.3500000000e+02	0	1.2000000000e+00	2.9798231473e-06
2.4000000000e+02	0	1.2000000000e+00	2.8759446303e-06
2.4500000000e+02	0	1.2000000000e+00	2.7771444850e-06
2.5000000000e+02	0	1.2000000000e+00	2.6831229751e-06
2.5500000000e+02	0	1.2000000000e+00	2.5935948755e-06
2.6000000000e+02	0	1.2000000000e+00	2.5082948603e-06
2.6500000000e+02	0	1.2000000000e+00	2.4269868802e-06
2.7000000000e+02	0	1.2000000000e+00	2.3494575078e-06
2.7500000000e+02	0	1.2000000000e+00	2.2754996686e-06
2.8000000000e+02	0	1.2000000000e+00	2.2049068739e-06
2.8500000000e+02	0	1.2000000000e+00	2.1374730588e-06
2.9000000000e+02	0	1.2000000000e+00	2.0729908496e-06
2.9500000000e+02	0	1.2000000000e+00	2.0112627813e-06
3.0000000000e+02	0	1.2000000000e+00	1.9521184120e-06
3.0500000000e+02	0	1.2000000000e+00	1.8954155397e-06
3.1000000000e+02	0	1.2000000000e+00	1.8410315128e-06
3.1500000000e+02	0	1.2000000000e+00	1.7888609799e-06
3.2000000000e+02	0	1.2000000000e+00	1.7388146355e-06
3.2500000000e+02	0	1.2000000000e+00	1.6908083310e-06
3.3000000000e+02	0	1.2000000000e+00	1.6447526309e-06
3.3500000000e+02	0	1.2000000000e+00	1.6005547692e-06
3.4000000000e+02	0	1.2000000000e+00	1.5581223369e-06
3.4500000000e+02	0	1.2000000000e+00	1.5173607874e-06
3.5000000000e+02	0	1.2000000000e+00	1.4781747860e-06
3.5500000000e+02	0	1.2000000000e+00	1.4404776797e-06
3.6000000000e+02	0	1.2000000000e+00	1.4041977220e-06
3.6500000000e+02	0	1.2000000000e+00	1.3692738141e-06
3.7000000000e+02	0	1.2000000000e+00	1.3356475886e-06
3.7500000000e+02	0	1.2000000000e+00	1.3032586663e-06
3.8000000000e+02	0	1.2000000000e+00	1.2720434572e-06
3.8500000000e+02	0	1.2000000000e+00	1.2419375228e-06
4.0000000000e+01	2	1.2000000000e+00	3.0311659300e-05
4.5000000000e+01	2	1.2000000000e+00	3.0649568966e-05
5.0000000000e+01	2	1.2000000000e+00	3.0785879430e-05
5.5000000000e+01	2	1.2000000000e+00	3.0766721132e-05
6.0000000000e+01	2	1.2000000000e+00	3.0627178393e-05
6.5000000000e+01	2	1.2000000000e+00	3.0394169027e-05
7.0000000000e+01	2	1.2000000000e+00	3.0088637286e-05
7.5000000000e+01	2	1.2000000000e+00	2.9726955635e-05
8.0000000000e+01	2	1.2000000000e+00	2.9322151034e-05
8.5000000000e+01	2	1.2000000000e+00	2.8884534929e-05
9.0000000000e+01	2	1.2000000000e+00	2.8422430049e-05
9.5000000000e+01	2	1.2000000000e+00	2.7942510454e-05
1.0000000000e+02	2	1.2000000000e+00	2.7450135823e-05
1.0500000000e+02	2	1.2000000000e+00	2.6949564870e-05
1.1000000000e+02	2	1.2000000000e+00	2.6443904262e-05
1.1500000000e+02	2	1.2000000000e+00	2.5935008930e-05
1.2000000000e+02	2	1.2000000000e+00	2.5423300983e-05
1.2500000000e+02	2	1.2000000000e+00	2.4907534181e-05
1.3000000000e+02	2	1.2000000000e+00	2.4385451072e-05
1.3500000000e+02	2	1.2000000000e+00	2.3856491040e-05
1.4000000000e+02	2	1.2000000000e+00	2.3326846758e-05
1.4500000000e+02	2	1.2000000000e+00	2.2811960461e-05
1.5000000000e+02	2	1.2000000000e+00	2.2330839710e-05
1.5500000000e+02	2	1.2000000000e+00	2.1895960488e-05
1.6000000000e+02	2	1.2000000000e+00	2.1508017966e-05
1.6500000000e+02	2	1.2000000000e+00	2.1158324585e-05
1.7000000000e+02	2	1.2000000000e+00	2.0834453310e-05
1.7500000000e+02	2	1.2000000000e+00	2.0524768040e-05
1.8000000000e+02	2	1.2000000000e+00	2.0220524801e-05
1.8500000000e+02	2	1.2000000000e+00	1.9916071164e-05
1.9000000000e+02	2	1.2000000000e+00	1.9608232216e-05
1.9500000000e+02	2	1.2000000000e+00	1.9295605187e-05
2.0000000000e+02	2	1.2000000000e+00	1.8978018263e-05
2.0500000000e+02	2	1.2000000000e+00	1.8656105085e-05
2.1000000000e+02	2	1.2000000000e+00	1.8330900954e-05
2.1500000000e+02	2	1.2000000000e+00	1.8003552226e-05
2.2000000000e+02	2	1.2000000000e+00	1.7675219408e-05
2.2500000000e+02	2	1.2000000000e+00	1.7347023838e-05
2.3000000000e+02	2	1.2000000000e+00	1.7019959273e-05
2.3500000000e+02	2	1.2000000000e+00	1.6694878426e-05
2.4000000000e+02	2	1.2000000000e+00	1.6372556618e-05
2.4500000000e+02	2	1.2000000000e+00	1.6053705780e-05
2.5000000000e+02	2	1.2000000000e+00	1.5738939361e-05
2.5500000000e+02	2	1.2000000000e+00	1.5428765724e-05
2.6000000000e+02	2	1.2000000000e+00	1.5123588438e-05
2.6500000000e+02	2	1.2000000000e+00	1.4823697298e-05
2.7000000000e+02	2	1.2000000000e+00	1.4529297203e-05
2.7500000000e+02	2	1.2000000000e+00	1.4240556520e-05
2.8000000000e+02	2	1.2000000000e+00	1.3957624310e-05
2.8500000000e+02	2	1.2000000000e+00	1.3680633514e-05
2.9000000000e+02	2	1.2000000000e+00	1.3409706418e-05
2.9500000000e+02	2	1.2000000000e+00	1.3144929291e-05
3.0000000000e+02	2	1.2000000000e+00	1.2886315377e-05
3.0500000000e+02	2	1.2000000000e+00	1.2633809683e-05
3.1000000000e+02	2	1.2000000000e+00	1.2387315997e-05
3.1500000000e+02	2	1.2000000000e+00	1.2146705964e-05
3.2000000000e+02	2	1.2000000000e+00	1.1911824825e-05
3.2500000000e+02	2	1.2000000000e+00	1.1682520041e-05
3.3000000000e+02	2	1.2000000000e+00	1.1458665177e-05
3.3500000000e+02	2	1.2000000000e+00	1.1240153040e-05
3.4000000000e+02	2	1.2000000000e+00	1.1026884735e-05
3.4500000000e+02	2	1.2000000000e+00	1.0818775069e-05
3.5000000000e+02	2	1.2000000000e+00	1.0615747872e-05
3.5500000000e+02	2	1.2000000000e+00	1.0417712195e-05
3.6000000000e+02	2	1.2000000000e+00	1.0224549002e-05
3.6500000000e+02	2	1.2000000000e+00	1.0036123323e-05
3.7000000000e+02	2	1.2000000000e+00	9.8523047160e-06
3.7500000000e+02	2	1.2000000000e+00	9.6729778237e-06
3.8000000000e+02	2	1.2000000000e+00	9.4980439994e-06
3.8500000000e+02	2	1.2000000000e+00	9.3274141267e-06
4.0000000000e+01	4	1.2000000000e+00	1.9435813980e-05
4.5000000000e+01	4	1.2000000000e+00	2.1125599624e-05
5.0000000000e+01	4	1.2000000000e+00	2.2592809632e-05
5.5000000000e+01	4	1.2000000000e+00	2.3861822432e-05
6.0000000000e+01	4	1.2000000000e+00	2.4954710127e-05
6.5000000000e+01	4	1.2000000000e+00	2.5891325967e-05
7.0000000000e+01	4	1.2000000000e+00	2.6689348844e-05
7.5000000000e+01	4	1.2000000000e+00	2.7364415345e-05
8.0000000000e+01	4	1.2000000000e+00	2.7930247018e-05
8.5000000000e+01	4	1.2000000000e+00	2.8398990689e-05
9.0000000000e+01	4	1.2000000000e+00	2.8781263038e-05
9.5000000000e+01	4	1.2000000000e+00	2.9086476051e-05
1.0000000000e+02	4	1.2000000000e+00	2.9322954179e-05
1.0500000000e+02	4	1.2000000000e+00	2.9498111029e-05
1.1000000000e+02	4	1.2000000000e+00	2.9618769032e-05
1.1500000000e+02	4	1.2000000000e+00	2.9691307092e-05
1.2000000000e+02	4	1.2000000000e+00	2.9721763779e-05
1.2500000000e+02	4	1.2000000000e+00	2.9715824541e-05
1.3000000000e+02	4	1.2000000000e+00	2.9677750580e-05
1.3500000000e+02	4	1.2000000000e+00	2.9607609034e-05
1.4000000000e+02	4	1.2000000000e+00	2.9497650554e-05
1.4500000000e+02	4	1.2000000000e+00	2.9333960962e-05
1.5000000000e+02	4	1.2000000000e+00	2.9106930962e-05
1.5500000000e+02	4	1.2000000000e+00	2.8821954562e-05
1.6000000000e+02	4	1.2000000000e+00	2.8499705920e-05
1.6500000000e+02	4	1.2000000000e+00	2.8167128781e-05
1.7000000000e+02	4	1.2000000000e+00	2.7847805905e-05
1.7500000000e+02	4	1.2000000000e+00	2.7557000367e-05
1.8000000000e+02	4	1.2000000000e+00	2.7301327354e-05
1.8500000000e+02	4	1.2000000000e+00	2.7080915408e-05
1.9000000000e+02	4	1.2000000000e+00	2.6891976249e-05
1.9500000000e+02	4	1.2000000000e+00	2.6728799483e-05
2.0000000000e+02	4	1.2000000000e+00	2.6585023526e-05
2.0500000000e+02	4	1.2000000000e+00	2.6454440140e-05
2.1000000000e+02	4	1.2000000000e+00	2.6331550459e-05
2.1500000000e+02	4	1.2000000000e+00	2.6211821204e-05
2.2000000000e+02	4	1.2000000000e+00	2.6091633217e-05
2.2500000000e+02	4	1.2000000000e+00	2.5968185545e-05
2.3000000000e+02	4	1.2000000000e+00	2.5839451642e-05
2.3500000000e+02	4	1.2000000000e+00	2.5704043313e-05
2.4000000000e+02	4	1.2000000000e+00	2.5561012004e-05
2.4500000000e+02	4	1.2000000000e+00	2.5409755787e-05
2.5000000000e+02	4	1.2000000000e+00	2.5249999563e-05
2.5500000000e+02	4	1.2000000000e+00	2.5081739537e-05
2.6000000000e+02	4	1.2000000000e+00	2.4905189967e-05
2.6500000000e+02	4	1.2000000000e+00	2.4720748694e-05
2.7000000000e+02	4	1.2000000000e+00	2.4528920861e-05
2.7500000000e+02	4	1.2000000000e+00	2.4330237127e-05
2.8000000000e+02	4	1.2000000000e+00	2.4125227168e-05
2.8500000000e+02	4	1.2000000000e+00	2.3914415116e-05
2.9000000000e+02	4	1.2000000000e+00	2.3698313111e-05
2.9500000000e+02	4	1.2000000000e+00	2.3477454274e-05
3.0000000000e+02	4	1.2000000000e+00	2.3252429842e-05
3.0500000000e+02	4	1.2000000000e+00	2.3023866378e-05
3.1000000000e+02	4	1.2000000000e+00	2.2792380840e-05
3.1500000000e+02	4	1.2000000000e+00	2.2558566734e-05
3.2000000000e+02	4	1.2000000000e+00	2.2322985759e-05
3.2500000000e+02	4	1.2000000000e+00	2.2086133745e-05
3.3000000000e+02	4	1.2000000000e+00	2.1848420071e-05
3.3500000000e+02	4	1.2000000000e+00	2.1610190087e-05
3.4000000000e+02	4	1.2000000000e+00	2.1371747154e-05
3.4500000000e+02	4	1.2000000000e+00	2.1133351696e-05
3.5000000000e+02	4	1.2000000000e+00	2.0895233622e-05
3.5500000000e+02	4	1.2000000000e+00	2.0657625520e-05
3.6000000000e+02	4	1.2000000000e+00	2.0420776557e-05
3.6500000000e+02	4	1.2000000000e+00	2.0184931752e-05
3.7000000000e+02	4	1.2000000000e+00	1.9950305829e-05
3.7500000000e+02	4	1.2000000000e+00	1.9717073593e-05
3.8000000000e+02	4	1.2000000000e+00	1.9485373583e-05
3.8500000000e+02	4	1.2000000000e+00	1.9255322209e-05
4.0000000000e+01	0	1.4000000000e+00	1.4880523398e-05
4.5000000000e+01	0	1.4000000000e+00	1.4487658749e-05
5.0000000000e+01	0	1.4000000000e+00	1.4050489664e-05
5.5000000000e+01	0	1.4000000000e+00	1.3589645394e-05
6.0000000000e+01	0	1.4000000000e+00	1.3118996817e-05
6.5000000000e+01	0	1.4000000000e+00	1.2647996016e-05
7.0000000000e+01	0	1.4000000000e+00	1.2183055072e-05
7.5000000000e+01	0	1.4000000000e+00	1.1728553958e-05
8.0000000000e+01	0	1.4000000000e+00	1.1287374253e-05
8.5000000000e+01	0	1.4000000000e+00	1.0861416761e-05
9.0000000000e+01	0	1.4000000000e+00	1.0451822459e-05
9.5000000000e+01	0	1.4000000000e+00	1.0059228136e-05
1.0000000000e+02	0	1.4000000000e+00	9.6839229100e-06
1.0500000000e+02	0	1.4000000000e+00	9.3259830312e-06
1.1000000000e+02	0	1.4000000000e+00	8.9855036644e-06
